Date	Item_ID	Dept	Class	Unit_Sold	$_Sold	Total_Cost
9/17/2019	01-81-1601-00-00	ESSENTIALS	BODY CARE	3	24	9.600000143
9/17/2019	01-83-1601-00-00	ESSENTIALS	ORAL CARE	4	36	17.20000076
9/17/2019	01-83-1602-00-00	ESSENTIALS	ORAL CARE	6	54	23.88000011
9/17/2019	01-83-1603-00-00	ESSENTIALS	ORAL CARE	4	56	11
9/17/2019	02-31-0101-01-00	AUTOMOTIVE	RINGS	1	9.399999619	1.75
9/17/2019	02-31-0103-01-00	ACCESSORIES	RINGS	1	15	2.950000048
9/17/2019	02-31-0401-00-00	GEAR	OUTERWEAR	2	72	15.89999962
9/17/2019	02-32-0101-01-00	GEAR	OUTERWEAR	3	30	6.149999857
9/17/2019	02-32-0401-00-00	GEAR	OUTERWEAR	1	65	16.20000076
9/17/2019	02-32-1101-01-00	GEAR	OUTERWEAR	2	20	13
9/17/2019	02-40-0001-00-00	SLEEPWEAR	INTIMATES	1	19	4.5
9/17/2019	02-40-0401-00-00	SLEEPWEAR	INTIMATES	1	15	2.950000048
9/17/2019	02-62-0401-01-12	FITNESS	CYCLING	2	222.8899994	75.68000031
9/17/2019	02-62-1401-01-00	FITNESS	CYCLING	2	59.29999924	19.5
9/17/2019	02-63-0402-01-12	FITNESS	CYCLING	1	85	24
9/17/2019	02-63-0403-01-00	FITNESS	CYCLING	3	1542.719971	516
9/17/2019	02-63-1301-01-00	FITNESS	CYCLING	2	58.29999924	12.80000019
9/17/2019	02-71-1402-01-12	ACCESSORIES	IMPULSE	2	150	37.90000153
9/17/2019	02-71-1403-01-12	ACCESSORIES	IMPULSE	2	218	66.30000305
9/17/2019	02-73-0002-01-00	ACCESSORIES	BELTS	2	72	22
9/17/2019	02-73-1401-01-12	ACCESSORIES	BELTS	1	26	6
9/17/2019	02-74-1402-01-00	ACCESSORIES	IMPULSE	1	35	12
9/17/2019	02-81-0001-00-00	ESSENTIALS	BODY CARE	1	18	5.5
9/17/2019	03-22-0001-01-12	FITNESS	APPAREL	1	69	30.63999939
9/17/2019	03-22-0002-01-12	FITNESS	LOWER BODY	1	62	30.63999939
9/17/2019	03-22-0003-01-00	FITNESS	APPAREL	1	0	32
9/17/2019	03-22-0101-01-00	FITNESS	APPAREL	1	99	30
9/17/2019	03-22-0110-01-00	FITNESS	APPAREL	5	500	240
9/17/2019	03-25-0003-01-00	COSMETICS	MASKS	2	90	36
9/17/2019	03-27-0301-01-00	FITNESS	LOWER BODY	1	50	14.98999977
9/17/2019	03-32-0402-00-00	GEAR	OUTERWEAR	2	118	26.47999954
9/17/2019	03-64-0401-01-00	FITNESS	CYCLING	1	0	225
9/17/2019	03-72-0501-01-00	ACCESSORIES	IMPULSE	5	110	16.00000024
9/17/2019	03-74-0002-01-00	ELECTRO	AUDIO	3	75	14.25
9/17/2019	03-74-0003-01-00	ACCESSORIES	IMPULSE	1	0	24
9/17/2019	03-81-0001-00-03	ESSENTIALS	BODY CARE	3	24	5.550000072
9/17/2019	03-81-0002-00-00	ESSENTIALS	BODY CARE	5	60	30
9/17/2019	04-15-0105-01-00	GEAR	TOPS	1	8	2.779999971
9/17/2019	04-82-0001-00-00	ESSENTIALS	BATH	1	32	11.19999981
9/17/2019	04-82-0001-00-12	ESSENTIALS	BATH	1	69	31.25
9/17/2019	05-24-0101-01-00	FITNESS	LOWER BODY	1	35	9.949999809
9/17/2019	08-28-0201-00-00	FITNESS	MAT	4	155.75	43.79999924
9/17/2019	08-31-0201-00-00	ACCESSORIES	RINGS	4	70.82999992	27
9/17/2019	08-31-0202-00-00	ACCESSORIES	RINGS	1	12	2.369999886
9/17/2019	08-31-0203-00-00	ACCESSORIES	RINGS	11	220	66
9/17/2019	08-34-0205-00-00	GEAR	OUTERWEAR	1	58	16.57999992
9/17/2019	08-34-0210-00-00	GEAR	OUTERWEAR	1	25	11.47999954
9/17/2019	10-81-0001-00-00	ESSENTIALS	BODY CARE	1	29	12.5
9/17/2019	13-81-0101-00-00	ESSENTIALS	BODY CARE	4	48	24
9/17/2019	17-24-0105-11-00	FITNESS	LOWER BODY	1	39	14.25
9/17/2019	17-24-0106-11-00	FITNESS	LOWER BODY	1	39	9.449999809
9/17/2019	17-24-0109-11-00	FITNESS	LOWER BODY	1	15	5.760000229
9/17/2019	20-87-0001-00	ESSENTIALS	BATH	1	5	1.440000057
9/17/2019	20-87-0001-00	ESSENTIALS	BATH	1	9	2.880000114
9/17/2019	22-82-1301-00-12	ESSENTIALS	BATH	2	90	34.59999847
9/17/2019	23-82-0101-01-00	ESSENTIALS	BATH	3	126	37.14000034
9/17/2019	23-82-0102-01-00	ESSENTIALS	BATH	3	63	22.28999949
9/17/2019	23-82-1301-01-00	ESSENTIALS	BATH	1	16	4.880000114
9/17/2019	33-81-1701-00-00	ESSENTIALS	BODY CARE	4	32	14.83199978
9/17/2019	37-84-0201-01-00	ESSENTIALS	GLOVES	1	37	18.37999916
9/17/2019	38-31-0001-00-12	AUTOMOTIVE	RINGS	1	45	16.31999969
9/17/2019	38-51-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	4	396	149.6799927
9/17/2019	38-82-0401-00-12	ESSENTIALS	BATH	1	59	28.87000084
9/17/2019	40-33-0001-00-00	GEAR	OUTERWEAR	5	495	179.8500061
9/17/2019	42-74-0004-00-00	ACCESSORIES	IMPULSE	2	70	30
9/18/2019	01-21-1001-14-12	COSMETICS	MASKS	1	61.63000107	13.89999962
9/18/2019	01-21-1004-14-12	COSMETICS	MASKS	1	59	20.29999924
9/18/2019	01-21-1004-15-12	COSMETICS	MASKS	2	123.7600021	27.79999924
9/18/2019	01-21-1005-14-12	COSMETICS	MASKS	2	118	45.29999924
9/18/2019	01-21-1006-15-12	COSMETICS	MASKS	3	171.6300011	63.68999863
9/18/2019	01-21-1008-14-12	COSMETICS	MASKS	1	59	23.02000046
9/18/2019	01-21-1013-14-12	COSMETICS	MASKS	1	79	19.94000053
9/18/2019	01-21-1014-14-12	COSMETICS	MASKS	2	100	29
9/18/2019	01-21-2001-14-12	COSMETICS	MASKS	1	89	32.52000046
9/18/2019	01-21-2003-15-12	COSMETICS	MASKS	1	85	24.68000031
9/18/2019	01-21-2006-14-12	COSMETICS	MASKS	1	79	27.17000008
9/18/2019	01-21-2011-14-12	COSMETICS	MASKS	1	99	42.16999817
9/18/2019	01-21-3003-14-12	COSMETICS	MASKS	1	65	24.57999992
9/18/2019	01-21-3006-14-12	COSMETICS	MASKS	1	78	26.93000031
9/18/2019	01-21-4002-14-12	COSMETICS	MASKS	1	0	19.93000031
9/18/2019	01-28-1301-03-12	FITNESS	MAT	1	16	7.170000076
9/18/2019	01-29-1301-01-00	FITNESS	ACCESSORIES	1	32	5.5
9/18/2019	01-31-0103-01-00	ACCESSORIES	RINGS	1	0	4.5
9/18/2019	01-31-0104-01-00	AUTOMOTIVE	RINGS	1	25	6.199999809
9/18/2019	01-31-0105-01-00	AUTOMOTIVE	RINGS	1	15	6.599999905
9/18/2019	01-31-0107-01-12	GEAR	OUTERWEAR	1	69	20.05999947
9/18/2019	01-31-0109-01-00	AUTOMOTIVE	RINGS	6	132	38.09999943
9/18/2019	01-81-1601-00-00	ESSENTIALS	BODY CARE	3	24	9.600000143
9/18/2019	01-83-1601-00-00	ESSENTIALS	ORAL CARE	7	63	30.10000134
9/18/2019	01-83-1602-00-00	ESSENTIALS	ORAL CARE	1	9	3.980000019
9/18/2019	01-83-1603-00-00	ESSENTIALS	ORAL CARE	1	14	2.75
9/18/2019	02-31-0101-01-00	AUTOMOTIVE	RINGS	3	24	5.25
9/18/2019	02-31-0103-01-00	ACCESSORIES	RINGS	1	15	2.950000048
9/18/2019	02-31-0401-00-00	GEAR	OUTERWEAR	1	36	7.949999809
9/18/2019	02-32-0101-01-00	GEAR	OUTERWEAR	4	40	8.199999809
9/18/2019	02-32-0401-00-00	GEAR	OUTERWEAR	3	195	48.60000229
9/18/2019	02-32-1101-01-00	GEAR	OUTERWEAR	1	10	6.5
9/18/2019	02-40-0301-01-12	SLEEPWEAR	INTIMATES	1	12	2.99000001
9/18/2019	02-54-1401-01-00	ELECTRO	ELECTRO ACCESSORIES	1	20	4.650000095
9/18/2019	02-61-1301-01-00	FITNESS	CYCLING	1	399	119
9/18/2019	02-63-0402-01-12	FITNESS	CYCLING	1	85	24
9/18/2019	02-71-1401-01-00	ACCESSORIES	IMPULSE	1	65	12
9/18/2019	02-71-1403-01-12	ACCESSORIES	IMPULSE	2	218	66.30000305
9/18/2019	02-72-0101-01-00	ACCESSORIES	IMPULSE	1	22	5.599999905
9/18/2019	02-73-1402-01-12	ACCESSORIES	BELTS	1	60	16.79999924
9/18/2019	02-74-0401-01-00	ACCESSORIES	IMPULSE	1	8	1.5
9/18/2019	02-74-0405-01	ACCESSORIES	IMPULSE	1	19	4.349999905
9/18/2019	02-74-1302-01-13	ACCESSORIES	IMPULSE	2	70	16.20000076
9/18/2019	02-81-0001-00-00	ESSENTIALS	BODY CARE	1	18	5.5
9/18/2019	03-22-0002-01-12	FITNESS	LOWER BODY	2	124	61.27999878
9/18/2019	03-22-0003-01-00	FITNESS	APPAREL	1	99	32
9/18/2019	03-22-0107-01-12	FITNESS	APPAREL	1	50	13.85000038
9/18/2019	03-22-0110-01-00	FITNESS	APPAREL	7	500	336
9/18/2019	03-24-0302-01-00	FITNESS	LOWER BODY	1	25	10.5
9/18/2019	03-25-0003-01-00	COSMETICS	MASKS	1	45	18
9/18/2019	03-26-0001-01-00	FITNESS	WEIGHTS	1	59	20.98999977
9/18/2019	03-31-0102-01-00	ACCESSORIES	RINGS	3	54	12
9/18/2019	03-32-0402-00-00	GEAR	OUTERWEAR	1	59	13.23999977
9/18/2019	03-35-0101-01-00	FITNESS	WEIGHTS	2	138	30
9/18/2019	03-40-0101-01-12	SLEEPWEAR	INTIMATES	2	38	12
9/18/2019	03-40-0102-01-12	SLEEPWEAR	INTIMATES	1	25	9.279999733
9/18/2019	03-52-1301-01-00	ELECTRO	COMPLETE KIT	1	140	43.25999832
9/18/2019	03-72-0501-01-00	ACCESSORIES	IMPULSE	2	44	6.400000095
9/18/2019	03-74-0002-01-00	ELECTRO	AUDIO	1	25	4.75
9/18/2019	03-74-0003-01-00	ACCESSORIES	IMPULSE	2	198	48
9/18/2019	03-81-0001-00-03	ESSENTIALS	BODY CARE	2	16	3.700000048
9/18/2019	03-81-0002-00-00	ESSENTIALS	BODY CARE	3	36	18
9/18/2019	04-82-0001-00-00	ESSENTIALS	BATH	1	32	11.19999981
9/18/2019	06-81-1701-00-00	ESSENTIALS	BODY CARE	1	11	2.799999952
9/18/2019	06-81-1703-00-00	ESSENTIALS	BODY CARE	1	19	11.03999996
9/18/2019	08-28-0201-00-00	FITNESS	MAT	2	76	21.89999962
9/18/2019	08-31-0201-00-00	ACCESSORIES	RINGS	7	119	47.25
9/18/2019	08-31-0202-00-00	ACCESSORIES	RINGS	2	12	4.739999771
9/18/2019	08-31-0203-00-00	ACCESSORIES	RINGS	2	40	12
9/18/2019	08-34-0204-00-00	GEAR	OUTERWEAR	1	36	16.57999992
9/18/2019	08-34-0210-00-00	GEAR	OUTERWEAR	3	75	34.43999863
9/18/2019	08-34-0211-00-00	GEAR	OUTERWEAR	1	25	11.47999954
9/18/2019	10-81-0001-00-00	ESSENTIALS	BODY CARE	1	29	12.5
9/18/2019	17-24-0113-01-00	FITNESS	LOWER BODY	1	40	7.690000057
9/18/2019	20-87-0001-00	ESSENTIALS	BATH	1	9	2.880000114
9/18/2019	22-82-1301-00-12	ESSENTIALS	BATH	1	45	17.29999924
9/18/2019	23-33-0201-00-00	GEAR	OUTERWEAR	2	32	13.5
9/18/2019	23-82-0101-01-00	ESSENTIALS	BATH	2	84	24.76000023
9/18/2019	33-81-1701-00-00	ESSENTIALS	BODY CARE	1	8	3.707999945
9/18/2019	37-84-0201-01-00	ESSENTIALS	GLOVES	3	111	55.13999748
9/18/2019	40-33-0001-00-00	GEAR	OUTERWEAR	3	297	107.9100037
9/18/2019	40-51-0001-01-12	ELECTRO	ELECTRO ACCESSORIES	1	99	37.41999817
9/18/2019	40-74-0001-01-00	ELECTRO	AUDIO	1	29	10.77000046
9/19/2019	01-21-1004-14-12	COSMETICS	MASKS	4	241.7200012	81.19999695
9/19/2019	01-21-1005-14-12	COSMETICS	MASKS	1	59	22.64999962
9/19/2019	01-21-1006-15-12	COSMETICS	MASKS	2	110	42.45999908
9/19/2019	01-21-2001-14-12	COSMETICS	MASKS	1	89	32.52000046
9/19/2019	01-21-2003-15-12	COSMETICS	MASKS	3	255	74.04000092
9/19/2019	01-21-2006-14-12	COSMETICS	MASKS	1	79	27.17000008
9/19/2019	01-21-3002-14-12	COSMETICS	MASKS	1	65	19
9/19/2019	01-21-4002-14-12	COSMETICS	MASKS	2	114	39.86000061
9/19/2019	01-24-0203-00-12	FITNESS	LOWER BODY	1	51.11999893	12.14999962
9/19/2019	01-28-1301-03-12	FITNESS	MAT	2	32	14.34000015
9/19/2019	01-29-1301-01-00	FITNESS	ACCESSORIES	1	32	5.5
9/19/2019	01-29-1304-01-00	FITNESS	ACCESSORIES	1	9.399999619	2.099999905
9/19/2019	01-31-0101-01-00	AUTOMOTIVE	RINGS	1	20	7.940000057
9/19/2019	01-31-0103-01-00	ACCESSORIES	RINGS	1	20	4.5
9/19/2019	01-31-0104-01-00	AUTOMOTIVE	RINGS	3	75	18.59999943
9/19/2019	01-31-0105-01-00	AUTOMOTIVE	RINGS	4	60	26.39999962
9/19/2019	01-31-0106-01-00	AUTOMOTIVE	RINGS	1	25	6.800000191
9/19/2019	01-31-0107-01-12	GEAR	OUTERWEAR	2	138	40.11999893
9/19/2019	01-31-0109-01-00	AUTOMOTIVE	RINGS	2	44	12.69999981
9/19/2019	01-81-1601-00-00	ESSENTIALS	BODY CARE	3	24	9.600000143
9/19/2019	01-83-1601-00-00	ESSENTIALS	ORAL CARE	3	27	12.90000057
9/19/2019	01-83-1602-00-00	ESSENTIALS	ORAL CARE	3	27	11.94000006
9/19/2019	01-83-1603-00-00	ESSENTIALS	ORAL CARE	2	28	5.5
9/19/2019	02-31-0103-01-00	ACCESSORIES	RINGS	1	15	2.950000048
9/19/2019	02-31-0401-00-00	GEAR	OUTERWEAR	1	36	7.949999809
9/19/2019	02-32-0101-01-00	GEAR	OUTERWEAR	1	0	2.049999952
9/19/2019	02-32-0401-00-00	GEAR	OUTERWEAR	1	65	16.20000076
9/19/2019	02-32-1101-01-00	GEAR	OUTERWEAR	2	20	13
9/19/2019	02-40-0001-00-00	SLEEPWEAR	INTIMATES	2	38	9
9/19/2019	02-40-0301-01-12	SLEEPWEAR	INTIMATES	1	12	2.99000001
9/19/2019	02-40-0401-00-00	SLEEPWEAR	INTIMATES	1	15	2.950000048
9/19/2019	02-40-1301-00-00	SLEEPWEAR	INTIMATES	1	15	3.75
9/19/2019	02-62-0401-01-12	FITNESS	CYCLING	1	109	37.84000015
9/19/2019	02-63-0402-01-12	FITNESS	CYCLING	1	85	24
9/19/2019	02-63-1301-01-00	FITNESS	CYCLING	1	28	6.400000095
9/19/2019	02-71-1402-01-12	ACCESSORIES	IMPULSE	1	75	18.95000076
9/19/2019	02-72-0101-01-00	ACCESSORIES	IMPULSE	1	22	5.599999905
9/19/2019	02-73-1401-01-12	ACCESSORIES	BELTS	1	26	6
9/19/2019	03-22-0002-01-12	FITNESS	LOWER BODY	1	62	30.63999939
9/19/2019	03-22-0101-01-00	FITNESS	APPAREL	1	99	30
9/19/2019	03-22-0110-01-00	FITNESS	APPAREL	2	250	96
9/19/2019	03-27-0301-01-00	FITNESS	LOWER BODY	2	100	29.97999954
9/19/2019	03-31-0102-01-00	ACCESSORIES	RINGS	1	18	4
9/19/2019	03-32-0402-00-00	GEAR	OUTERWEAR	1	59	13.23999977
9/19/2019	03-35-0101-01-00	FITNESS	WEIGHTS	1	0	15
9/19/2019	03-40-0101-01-12	SLEEPWEAR	INTIMATES	1	19	6
9/19/2019	03-64-0401-01-00	FITNESS	CYCLING	1	0	225
9/19/2019	03-64-0401-01-12	FITNESS	CYCLING	1	999	498
9/19/2019	03-74-0002-01-00	ELECTRO	AUDIO	1	25	4.75
9/19/2019	03-81-0001-00-03	ESSENTIALS	BODY CARE	1	8	1.850000024
9/19/2019	03-85-0301-01-00	ESSENTIALS	SHEETS	2	59	42
9/19/2019	04-15-0104-01-00	GEAR	TOPS	2	44	9.319999695
9/19/2019	05-24-0101-01-00	FITNESS	LOWER BODY	1	35	9.949999809
9/19/2019	06-81-1701-00-00	ESSENTIALS	BODY CARE	2	22	5.599999905
9/19/2019	06-81-1703-00-00	ESSENTIALS	BODY CARE	1	19	11.03999996
9/19/2019	08-28-0201-00-00	FITNESS	MAT	5	190	54.74999905
9/19/2019	08-31-0201-00-00	ACCESSORIES	RINGS	1	17	6.75
9/19/2019	08-31-0202-00-00	ACCESSORIES	RINGS	1	12	2.369999886
9/19/2019	08-31-0203-00-00	ACCESSORIES	RINGS	6	120	36
9/19/2019	08-34-0203-00-00	GEAR	OUTERWEAR	1	0	6.159999847
9/19/2019	08-34-0206-01-00	GEAR	OUTERWEAR	1	115	42.08000183
9/19/2019	08-34-0209-00-00	GEAR	OUTERWEAR	1	25	11.47999954
9/19/2019	08-34-0210-00-00	GEAR	OUTERWEAR	2	50	22.95999908
9/19/2019	10-81-0001-00-00	ESSENTIALS	BODY CARE	1	29	12.5
9/19/2019	20-87-0001-00	ESSENTIALS	BATH	1	3	0.720000029
9/19/2019	20-87-0001-00	ESSENTIALS	BATH	1	5	1.440000057
9/19/2019	23-33-0201-00-00	GEAR	OUTERWEAR	2	32	13.5
9/19/2019	23-82-0101-01-00	ESSENTIALS	BATH	2	84	24.76000023
9/19/2019	23-82-1301-01-00	ESSENTIALS	BATH	1	16	4.880000114
9/19/2019	33-81-1701-00-00	ESSENTIALS	BODY CARE	1	8	3.707999945
9/19/2019	38-31-0001-00-12	AUTOMOTIVE	RINGS	2	90	32.63999939
9/19/2019	38-51-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	2	198	74.83999634
9/19/2019	38-82-0401-00-12	ESSENTIALS	BATH	1	59	28.87000084
9/19/2019	40-33-0001-00-00	GEAR	OUTERWEAR	4	396	143.8800049
9/20/2019	01-21-1001-14-12	COSMETICS	MASKS	2	110	35.29999924
9/20/2019	01-21-1005-14-12	COSMETICS	MASKS	1	59	22.64999962
9/20/2019	01-21-1006-15-12	COSMETICS	MASKS	1	55	21.22999954
9/20/2019	01-21-1008-14-12	COSMETICS	MASKS	1	59	23.02000046
9/20/2019	01-21-1012-14-12	COSMETICS	MASKS	1	50	11.72000027
9/20/2019	01-21-2001-14-12	COSMETICS	MASKS	3	276.7699966	97.56000137
9/20/2019	01-21-2003-15-12	COSMETICS	MASKS	1	85	24.68000031
9/20/2019	01-21-2006-14-12	COSMETICS	MASKS	1	79	27.17000008
9/20/2019	01-21-2011-14-12	COSMETICS	MASKS	1	99	42.16999817
9/20/2019	01-21-3003-14-12	COSMETICS	MASKS	1	65	24.57999992
9/20/2019	01-21-3006-14-12	COSMETICS	MASKS	1	78	26.93000031
9/20/2019	01-28-1301-03-12	FITNESS	MAT	3	48	21.51000023
9/20/2019	01-31-0101-01-00	AUTOMOTIVE	RINGS	3	62.87999916	23.82000017
9/20/2019	01-31-0103-01-00	ACCESSORIES	RINGS	1	20	4.5
9/20/2019	01-31-0105-01-00	AUTOMOTIVE	RINGS	1	15	6.599999905
9/20/2019	01-31-0108-01-00	AUTOMOTIVE	RINGS	2	44	10.5
9/20/2019	01-31-0109-01-00	AUTOMOTIVE	RINGS	2	44	12.69999981
9/20/2019	01-40-0401-00-00	SLEEPWEAR	INTIMATES	4	72	21.60000038
9/20/2019	01-81-1601-00-00	ESSENTIALS	BODY CARE	7	56	22.40000033
9/20/2019	01-83-1601-00-00	ESSENTIALS	ORAL CARE	6	54	25.80000114
9/20/2019	02-31-0401-00-00	GEAR	OUTERWEAR	1	36	7.949999809
9/20/2019	02-32-0401-00-00	GEAR	OUTERWEAR	1	65	16.20000076
9/20/2019	02-32-1101-01-00	GEAR	OUTERWEAR	1	10	6.5
9/20/2019	02-40-0001-00-00	SLEEPWEAR	INTIMATES	2	38	9
9/20/2019	02-40-0301-01-12	SLEEPWEAR	INTIMATES	1	12.47999954	2.99000001
9/20/2019	02-54-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	1	10	2.299999952
9/20/2019	02-62-0401-01-12	FITNESS	CYCLING	3	327	113.5200005
9/20/2019	02-71-1401-01-00	ACCESSORIES	IMPULSE	3	195	36
9/20/2019	02-71-1403-01-12	ACCESSORIES	IMPULSE	6	654	198.9000092
9/20/2019	02-72-0101-01-00	ACCESSORIES	IMPULSE	1	22	5.599999905
9/20/2019	02-73-0001-01-00	ACCESSORIES	BELTS	1	39	10.85000038
9/20/2019	02-73-0002-01-00	ACCESSORIES	BELTS	1	36	11
9/20/2019	02-73-1402-01-12	ACCESSORIES	BELTS	1	60	16.79999924
9/20/2019	02-74-0401-01-00	ACCESSORIES	IMPULSE	1	8	1.5
9/20/2019	02-74-0405-01	ACCESSORIES	IMPULSE	1	19	4.349999905
9/20/2019	02-74-1402-01-00	ACCESSORIES	IMPULSE	1	35	12
9/20/2019	03-22-0003-01-00	FITNESS	APPAREL	4	396	128
9/20/2019	03-22-0101-01-00	FITNESS	APPAREL	2	198	60
9/20/2019	03-22-0110-01-00	FITNESS	APPAREL	2	250	96
9/20/2019	03-25-0001-01-00	COSMETICS	MASKS	1	50.95000076	18
9/20/2019	03-26-0001-01-00	FITNESS	WEIGHTS	1	59	20.98999977
9/20/2019	03-32-0402-00-00	GEAR	OUTERWEAR	2	118	26.47999954
9/20/2019	03-40-0101-01-12	SLEEPWEAR	INTIMATES	1	19	6
9/20/2019	03-40-0102-01-12	SLEEPWEAR	INTIMATES	1	25	9.279999733
9/20/2019	03-64-0401-01-12	FITNESS	CYCLING	1	999	498
9/20/2019	03-72-0501-01-00	ACCESSORIES	IMPULSE	2	44	6.400000095
9/20/2019	03-74-0002-01-00	ELECTRO	AUDIO	2	50	9.5
9/20/2019	03-74-0003-01-00	ACCESSORIES	IMPULSE	1	99	24
9/20/2019	03-81-0001-00-03	ESSENTIALS	BODY CARE	1	8	1.850000024
9/20/2019	03-81-0002-00-00	ESSENTIALS	BODY CARE	1	12	6
9/20/2019	03-85-0301-01-00	ESSENTIALS	SHEETS	1	59	21
9/20/2019	04-82-0001-00-00	ESSENTIALS	BATH	1	32	11.19999981
9/20/2019	06-81-1703-00-00	ESSENTIALS	BODY CARE	1	20.79999924	11.03999996
9/20/2019	08-28-0201-00-00	FITNESS	MAT	7	266	76.64999866
9/20/2019	08-31-0202-00-00	ACCESSORIES	RINGS	5	60	11.84999943
9/20/2019	08-31-0203-00-00	ACCESSORIES	RINGS	2	40	12
9/20/2019	10-81-0001-00-00	ESSENTIALS	BODY CARE	1	29	12.5
9/20/2019	13-81-0101-00-00	ESSENTIALS	BODY CARE	1	12	6
9/20/2019	17-24-0113-01-00	FITNESS	LOWER BODY	1	40	7.690000057
9/20/2019	20-87-0001-00	ESSENTIALS	BATH	1	9	2.880000114
9/20/2019	23-82-0101-01-00	ESSENTIALS	BATH	2	84	24.76000023
9/20/2019	23-82-1301-01-00	ESSENTIALS	BATH	1	16	4.880000114
9/20/2019	33-81-1701-00-00	ESSENTIALS	BODY CARE	2	16	7.415999889
9/20/2019	38-51-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	1	99	37.41999817
9/20/2019	40-33-0001-00-00	GEAR	OUTERWEAR	2	198	71.94000244
9/20/2019	40-54-0001-01-00	ELECTRO	COMPLETE KIT	1	79	23.96999931
