Order#	Order_date	Item_No	Dept_	Class_	Units_sold	Shipping_date	TRK#
53954	9/2/2019	03-22-0004	DISC	DISC	1	9/3/2019	9.2749E+25
53955	9/2/2019	06-81-1702-00-00	ESSENTIALS	BODY CARE	1	9/3/2019	1Z1A1V710397700898
53955	9/2/2019	02-81-0001-00-00	ESSENTIALS	BODY CARE	1	9/3/2019	1Z1A1V710397700898
53955	9/2/2019	03-81-0002-00-00	ESSENTIALS	BODY CARE	1	9/3/2019	1Z1A1V710397700898
53956	9/2/2019	04-31-0004-01	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V71YW97115479
53956	9/2/2019	01-21-3003-14-12	COSMETICS	MASKS	1	9/3/2019	1Z1A1V71YW97115479
53959	9/2/2019	03-81-0002-00-00	ESSENTIALS	BODY CARE	1	9/3/2019	9.2749E+25
53958	9/2/2019	01-83-1601-00-00	ESSENTIALS	ORAL CARE	1	9/3/2019	1Z1A1V71YW93100509
53958	9/2/2019	01-21-1004-14-12	COSMETICS	MASKS	1	9/3/2019	1Z1A1V71YW93100509
53957	9/2/2019	01-31-0103-01-00	ACCESSORIES	RINGS	1	9/3/2019	9.2749E+25
53957	9/2/2019	08-31-0203-00-00	ACCESSORIES	RINGS	1	9/3/2019	9.2749E+25
53957	9/2/2019	02-31-0101-01-00	AUTOMOTIVE	RINGS	1	9/3/2019	9.2749E+25
53960	9/2/2019	02-71-1401-01-00	ACCESSORIES	IMPULSE	1	9/3/2019	1Z1A1V710291612488
53960	9/2/2019	04-31-0004-01	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V710291612488
53960	9/2/2019	03-81-0003-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V710291612488
53962	9/2/2019	02-31-0103-01-00	ACCESSORIES	RINGS	1	9/3/2019	9.2749E+25
53962	9/2/2019	23-82-1301-01-00	ESSENTIALS	BATH	1	9/3/2019	9.2749E+25
53961	9/2/2019	03-22-0110-11-00	DISC	DISC	1	9/3/2019	1Z1A1V710296360812
53963	9/2/2019	03-31-0102-01-00	ACCESSORIES	RINGS	1	9/3/2019	9.2749E+25
53963	9/2/2019	38-31-0001-00-12	AUTOMOTIVE	RINGS	1	9/3/2019	9.2749E+25
53964	9/2/2019	01-31-0109-01-00	AUTOMOTIVE	RINGS	1	9/3/2019	9.2749E+25
53965	9/2/2019	08-34-0201-00-00	GEAR	OUTERWEAR	1	9/3/2019	1Z1A1V71YW95349793
53965	9/2/2019	04-31-0004-01	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V71YW95349793
53965	9/2/2019	01-31-0106-01-00	AUTOMOTIVE	RINGS	1	9/3/2019	1Z1A1V71YW95349793
53966	9/2/2019	20-87-0001-00	ESSENTIALS	BATH	1	9/3/2019	1Z1A1V710398077383
53966	9/2/2019	03-81-0004-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V710398077383
53966	9/2/2019	02-31-0101-01-00	AUTOMOTIVE	RINGS	1	9/3/2019	1Z1A1V710398077383
53968	9/2/2019	02-40-0401-00-00	SLEEPWEAR	INTIMATES	1	9/3/2019	1Z1A1V710393153264
53968	9/2/2019	03-31-0102-01-00	ACCESSORIES	RINGS	1	9/3/2019	1Z1A1V710393153264
53968	9/2/2019	03-22-0004	DISC	DISC	1	9/3/2019	1Z1A1V710393153264
53968	9/2/2019	01-40-0401-00-00	SLEEPWEAR	INTIMATES	1	9/3/2019	1Z1A1V710393153264
53968	9/2/2019	03-81-0002-00-00	ESSENTIALS	BODY CARE	1	9/3/2019	1Z1A1V710393153264
53968	9/2/2019	08-31-0203-00-00	ACCESSORIES	RINGS	1	9/3/2019	1Z1A1V710393153264
53968	9/2/2019	01-83-1602-00-00	ESSENTIALS	ORAL CARE	1	9/3/2019	1Z1A1V710393153264
53967	9/2/2019	02-54-1401-01-00	ELECTRO	ELECTRO ACCESSORIES	1	9/3/2019	1Z1A1V71YW99600557
53967	9/2/2019	03-81-0101-00-00	ESSENTIALS	BODY CARE	1	9/3/2019	1Z1A1V71YW99600557
53967	9/2/2019	02-54-0701-01-00	ELECTRO	ELECTRO ACCESSORIES	1	9/3/2019	1Z1A1V71YW99600557
53967	9/2/2019	38-53-1301-01-00	ELECTRO	POWER BOXES	1	9/3/2019	1Z1A1V71YW99600557
53969	9/2/2019	08-28-0201-00-00	FITNESS	MAT	1	9/3/2019	1Z1A1V710392345424
53969	9/2/2019	01-31-0105-01-00	AUTOMOTIVE	RINGS	1	9/3/2019	1Z1A1V710392345424
53969	9/2/2019	02-73-0002-01-00	ACCESSORIES	BELTS	1	9/3/2019	1Z1A1V710392345424
53969	9/2/2019	01-28-1301-03-12	FITNESS	MAT	1	9/3/2019	1Z1A1V710392345424
53969	9/2/2019	01-21-1004-14-12	COSMETICS	MASKS	1	9/3/2019	1Z1A1V710392345424
53969	9/2/2019	04-31-0001-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V710392345424
53969	9/2/2019	03-40-0101-01-12	SLEEPWEAR	INTIMATES	1	9/3/2019	1Z1A1V710392345424
53970	9/2/2019	03-32-0402-00-00	GEAR	OUTERWEAR	1	9/3/2019	1Z1A1V710396370701
53970	9/2/2019	38-81-0001-00-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V710396370701
53972	9/2/2019	03-22-0002-01-12	FITNESS	LOWER BODY	1	9/3/2019	1Z1A1V711294097879
53971	9/2/2019	17-24-0101-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V710396301740
53973	9/3/2019	13-81-0101-00-00	ESSENTIALS	BODY CARE	1	9/3/2019	1Z1A1V71YW93450944
53973	9/3/2019	03-81-0004-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V71YW93450944
53973	9/3/2019	23-82-0101-01-00	ESSENTIALS	BATH	1	9/3/2019	1Z1A1V71YW93450944
53974	9/3/2019	02-31-0103-01-00	ACCESSORIES	RINGS	1	9/3/2019	9.2749E+25
53974	9/3/2019	08-31-0203-00-00	ACCESSORIES	RINGS	1	9/3/2019	9.2749E+25
53974	9/3/2019	23-33-0201-00-00	GEAR	OUTERWEAR	1	9/3/2019	9.2749E+25
53975	9/3/2019	38-51-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	1	9/3/2019	1Z1A1V71YN99980501
53976	9/3/2019	02-81-0001-00-00	ESSENTIALS	BODY CARE	3	9/3/2019	9.2749E+25
53977	9/3/2019	13-82-0101-01-00	ESSENTIALS	BATH	1	9/3/2019	HJ283050060US
53977	9/3/2019	08-34-0210-00-00	GEAR	OUTERWEAR	1	9/3/2019	HJ283050060US
53977	9/3/2019	02-31-0101-01-00	AUTOMOTIVE	RINGS	1	9/3/2019	HJ283050060US
53978	9/3/2019	04-12-0002-01	SEASONAL	SEASONAL	1	9/3/2019	9.2749E+25
53979	9/3/2019	08-31-0202-00-00	ACCESSORIES	RINGS	2	9/3/2019	9.2749E+25
53980	9/3/2019	01-83-1603-00-00	ESSENTIALS	ORAL CARE	1	9/3/2019	1Z1A1V71YW94033974
53980	9/3/2019	08-31-0202-00-00	ACCESSORIES	RINGS	2	9/3/2019	1Z1A1V71YW94033974
53980	9/3/2019	01-31-0104-01-00	AUTOMOTIVE	RINGS	1	9/3/2019	1Z1A1V71YW94033974
53980	9/3/2019	01-83-1602-00-00	ESSENTIALS	ORAL CARE	1	9/3/2019	1Z1A1V71YW94033974
53980	9/3/2019	08-31-0203-00-00	ACCESSORIES	RINGS	2	9/3/2019	1Z1A1V71YW94033974
53980	9/3/2019	02-31-0101-01-00	AUTOMOTIVE	RINGS	2	9/3/2019	1Z1A1V71YW94033974
53981	9/3/2019	38-51-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	1	9/3/2019	1Z1A1V716772455447
53983	9/3/2019	04-31-0001-00	SEASONAL	SEASONAL	1	9/3/2019	9.2749E+25
53984	9/3/2019	23-33-0201-00-00	GEAR	OUTERWEAR	1	9/3/2019	9.2749E+25
53985	9/3/2019	33-81-1701-00-00	ESSENTIALS	BODY CARE	1	9/3/2019	1Z1A1V710390169324
53985	9/3/2019	03-32-0402-00-00	GEAR	OUTERWEAR	1	9/3/2019	1Z1A1V710390169324
53985	9/3/2019	40-74-0001-01-00	ELECTRO	AUDIO	1	9/3/2019	1Z1A1V710390169324
53986	9/3/2019	01-31-0109-01-00	AUTOMOTIVE	RINGS	1	9/3/2019	1Z1A1V710392610897
53986	9/3/2019	23-82-0101-01-00	ESSENTIALS	BATH	1	9/3/2019	1Z1A1V710392610897
53987	9/3/2019	01-31-0103-01-00	ACCESSORIES	RINGS	1	9/3/2019	9.2749E+25
53988	9/3/2019	01-31-0109-01-00	AUTOMOTIVE	RINGS	1	9/3/2019	9.2749E+25
53988	9/3/2019	02-31-0101-01-00	AUTOMOTIVE	RINGS	1	9/3/2019	9.2749E+25
53989	9/3/2019	01-21-3005-14-12	COSMETICS	MASKS	1	9/3/2019	1Z1A1V71YW92553479
53989	9/3/2019	02-40-1301-00-00	SLEEPWEAR	INTIMATES	1	9/3/2019	1Z1A1V71YW92553479
53989	9/3/2019	38-12-0001-01	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V71YW92553479
53989	9/3/2019	08-28-0201-00-00	FITNESS	MAT	1	9/3/2019	1Z1A1V71YW92553479
53990	9/3/2019	01-29-1303	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V710395982847
53990	9/3/2019	40-51-0001-01-12	ELECTRO	ELECTRO ACCESSORIES	1	9/3/2019	1Z1A1V710395982847
53990	9/3/2019	03-81-1701-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V710395982847
53991	9/3/2019	08-31-0203-00-00	ACCESSORIES	RINGS	1	9/3/2019	1Z1A1V71YN95561711
53991	9/3/2019	03-24-0105-05	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V71YN95561711
53992	9/3/2019	02-31-0101-01-00	AUTOMOTIVE	RINGS	1	9/3/2019	9.2749E+25
53992	9/3/2019	23-82-0101-01-00	ESSENTIALS	BATH	1	9/3/2019	9.2749E+25
53993	9/3/2019	02-74-0403-01-00	ACCESSORIES	IMPULSE	1	9/3/2019	1Z1A1V711298371421
53993	9/3/2019	02-74-1301-01-00	DISC	DISC	2	9/3/2019	1Z1A1V711298371421
53996	9/3/2019	03-31-0102-01-00	ACCESSORIES	RINGS	1	9/3/2019	9.2749E+25
53995	9/3/2019	04-31-0004-01	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V710399338698
53995	9/3/2019	05-24-0101-01-00	FITNESS	LOWER BODY	1	9/3/2019	1Z1A1V710399338698
53995	9/3/2019	40-51-0001-01-12	ELECTRO	ELECTRO ACCESSORIES	1	9/3/2019	1Z1A1V710399338698
53995	9/3/2019	03-81-0002-00-00	ESSENTIALS	BODY CARE	1	9/3/2019	1Z1A1V710399338698
53994	9/3/2019	03-22-0004	DISC	DISC	1	9/3/2019	9.2749E+25
53997	9/3/2019	01-83-1601-00-00	ESSENTIALS	ORAL CARE	3	9/3/2019	1Z1A1V710391988901
53997	9/3/2019	22-82-1301-00-12	ESSENTIALS	BATH	1	9/3/2019	1Z1A1V710391988901
53998	9/3/2019	03-81-1701-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V71YW93604886
53998	9/3/2019	21-13-0001	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V71YW93604886
53998	9/3/2019	21-13-0001	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V71YW93604886
53998	9/3/2019	21-13-0001	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V71YW93604886
53999	9/3/2019	03-22-0003-01-00	FITNESS	APPAREL	1	9/3/2019	9.2749E+25
54000	9/3/2019	06-81-1702-00-00	ESSENTIALS	BODY CARE	1	9/3/2019	1Z1A1V71YW99535164
54001	9/3/2019	01-83-1601-00-00	ESSENTIALS	ORAL CARE	1	9/3/2019	1Z1A1V71YW95564774
54001	9/3/2019	01-81-1601-00-00	ESSENTIALS	BODY CARE	1	9/3/2019	1Z1A1V71YW95564774
54001	9/3/2019	01-83-1602-00-00	ESSENTIALS	ORAL CARE	1	9/3/2019	1Z1A1V71YW95564774
54001	9/3/2019	07-81-0101-00	SEASONAL	SEASONAL	2	9/3/2019	1Z1A1V71YW95564774
54003	9/3/2019	04-31-0004-01	SEASONAL	SEASONAL	1	9/3/2019	9.2749E+25
54004	9/3/2019	04-74-0001	SEASONAL	SEASONAL	1	9/3/2019	9.2749E+25
54004	9/3/2019	03-74-0002-01-00	ELECTRO	AUDIO	1	9/3/2019	9.2749E+25
54004	9/3/2019	01-32-0101-01	GEAR	OUTERWEAR	1	9/3/2019	9.2749E+25
54005	9/3/2019	38-81-0001-00-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V710392717059
54005	9/3/2019	02-54-1401-01-00	ELECTRO	ELECTRO ACCESSORIES	1	9/3/2019	1Z1A1V710392717059
54007	9/3/2019	38-81-0001-00-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V710392251445
54007	9/3/2019	08-31-0203-00-00	ACCESSORIES	RINGS	1	9/3/2019	1Z1A1V710392251445
54007	9/3/2019	02-31-0103-01-00	ACCESSORIES	RINGS	1	9/3/2019	1Z1A1V710392251445
54007	9/3/2019	01-31-0104-01-00	AUTOMOTIVE	RINGS	1	9/3/2019	1Z1A1V710392251445
54007	9/3/2019	01-31-0103-01-00	ACCESSORIES	RINGS	1	9/3/2019	1Z1A1V710392251445
54008	9/3/2019	38-81-0001-00-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V710394249829
54008	9/3/2019	03-32-0402-00-00	GEAR	OUTERWEAR	1	9/3/2019	1Z1A1V710394249829
54009	9/3/2019	03-22-0110-11-00	DISC	DISC	1	9/3/2019	1Z1A1V71YW97794192
54009	9/3/2019	37-84-0201-01-00	ESSENTIALS	GLOVES	1	9/3/2019	1Z1A1V71YW97794192
54010	9/3/2019	01-86-0001-00-00	SEASONAL	SEASONAL	1	9/3/2019	9.2749E+25
54014	9/3/2019	03-22-0110-11-00	DISC	DISC	1	9/3/2019	1Z1A1V716771730061
54014	9/3/2019	38-81-0001-00-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V716771730061
54016	9/3/2019	01-86-0001-00-00	SEASONAL	SEASONAL	1	9/3/2019	9.2749E+25
54016	9/3/2019	03-81-0002-00-00	ESSENTIALS	BODY CARE	1	9/3/2019	9.2749E+25
54017	9/3/2019	02-71-1402-01-12	ACCESSORIES	IMPULSE	1	9/3/2019	1Z1A1V711290873760
54015	9/3/2019	20-87-0001-00	ESSENTIALS	BATH	1	9/3/2019	1Z1A1V710294652984
54015	9/3/2019	01-31-0103-01-00	ACCESSORIES	RINGS	1	9/3/2019	1Z1A1V710294652984
54015	9/3/2019	13-82-0101-01-00	ESSENTIALS	BATH	1	9/3/2019	1Z1A1V710294652984
54019	9/3/2019	03-32-0402-00-00	GEAR	OUTERWEAR	1	9/4/2019	1z44rr376843221461
54020	9/3/2019	03-35-0101-01-00	FITNESS	WEIGHTS	1	9/3/2019	9.2749E+25
54021	9/3/2019	40-24-0001-01-00	FITNESS	LOWER BODY	1	9/3/2019	9.2749E+25
54023	9/3/2019	03-32-0001-01-01	SEASONAL	SEASONAL	1	9/3/2019	9.2749E+25
54026	9/3/2019	01-21-1006-15-12	COSMETICS	MASKS	1	9/4/2019	1z44rr376845583648
54025	9/3/2019	03-32-0001-01-01	SEASONAL	SEASONAL	2	9/3/2019	1Z1A1V710394197037
54027	9/3/2019	40-51-0001-01-12	ELECTRO	ELECTRO ACCESSORIES	1	9/3/2019	1Z1A1V710390171491
54027	9/3/2019	03-81-0101-00-00	ESSENTIALS	BODY CARE	1	9/3/2019	1Z1A1V710390171491
54027	9/3/2019	03-22-0001-01-12	FITNESS	APPAREL	1	9/3/2019	1Z1A1V710390171491
54027	9/3/2019	03-81-0004-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V710390171491
54028	9/3/2019	01-83-1602-00-00	ESSENTIALS	ORAL CARE	1	9/3/2019	9.2749E+25
54028	9/3/2019	03-31-0102-01-00	ACCESSORIES	RINGS	1	9/3/2019	9.2749E+25
54029	9/3/2019	03-32-0001-01-01	SEASONAL	SEASONAL	1	9/3/2019	9.2749E+25
54030	9/3/2019	08-31-0203-00-00	ACCESSORIES	RINGS	2	9/3/2019	9.2749E+25
54030	9/3/2019	01-31-0109-01-00	AUTOMOTIVE	RINGS	2	9/3/2019	9.2749E+25
54030	9/3/2019	02-31-0103-01-00	ACCESSORIES	RINGS	2	9/3/2019	9.2749E+25
54033	9/3/2019	23-82-1301-01-00	ESSENTIALS	BATH	1	9/3/2019	1Z1A1V71YW98141831
54033	9/3/2019	04-12-0002-01	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V71YW98141831
54033	9/3/2019	38-12-0001-01	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V71YW98141831
54033	9/3/2019	03-32-0001-01-01	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V71YW98141831
54032	9/3/2019	01-28-1301-03-12	FITNESS	MAT	1	9/3/2019	1Z1A1V710398505786
54032	9/3/2019	08-28-0201-00-00	FITNESS	MAT	1	9/3/2019	1Z1A1V710398505786
54031	9/3/2019	02-63-0403-01-00	FITNESS	CYCLING	1	9/3/2019	1Z1A1V710390053109
54034	9/3/2019	03-81-0001-00-03	ESSENTIALS	BODY CARE	2	9/3/2019	9.2749E+25
54035	9/3/2019	03-32-0001-01-01	SEASONAL	SEASONAL	1	9/3/2019	9.2749E+25
54035	9/3/2019	23-82-1301-01-00	ESSENTIALS	BATH	1	9/3/2019	9.2749E+25
54036	9/3/2019	03-32-0001-01-01	SEASONAL	SEASONAL	2	9/3/2019	9.2749E+25
54037	9/3/2019	03-32-0001-01-01	SEASONAL	SEASONAL	1	9/3/2019	9.2749E+25
54039	9/3/2019	02-40-1301-00-00	SLEEPWEAR	INTIMATES	1	9/5/2019	1Z1A1V716773248268
54039	9/3/2019	38-81-0001-00-00	SEASONAL	SEASONAL	1	9/5/2019	1Z1A1V716773248268
54039	9/3/2019	02-40-0401-00-00	SLEEPWEAR	INTIMATES	1	9/5/2019	1Z1A1V716773248268
54039	9/3/2019	01-31-0104-01-00	AUTOMOTIVE	RINGS	1	9/5/2019	1Z1A1V716773248268
54038	9/3/2019	03-81-0004-00	SEASONAL	SEASONAL	1	9/3/2019	9.2613E+25
54038	9/3/2019	03-81-0004-00	SEASONAL	SEASONAL	1	9/3/2019	9.2613E+25
54040	9/3/2019	03-81-0004-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V710294269158
54040	9/3/2019	08-34-0210-00-00	GEAR	OUTERWEAR	1	9/3/2019	1Z1A1V710294269158
54040	9/3/2019	02-31-0103-01-00	ACCESSORIES	RINGS	1	9/3/2019	1Z1A1V710294269158
54040	9/3/2019	03-81-0003-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V710294269158
54040	9/3/2019	08-31-0202-00-00	ACCESSORIES	RINGS	1	9/3/2019	1Z1A1V710294269158
54040	9/3/2019	03-31-0102-01-00	ACCESSORIES	RINGS	1	9/3/2019	1Z1A1V710294269158
54041	9/3/2019	03-33-1302-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V710390371542
54042	9/3/2019	01-31-0104-01-00	AUTOMOTIVE	RINGS	1	9/3/2019	1Z1A1V710291325137
54042	9/3/2019	03-22-0002-01-12	FITNESS	LOWER BODY	1	9/3/2019	1Z1A1V710291325137
54042	9/3/2019	03-22-0003-01-00	FITNESS	APPAREL	1	9/3/2019	1Z1A1V710291325137
54043	9/3/2019	02-71-1401-01-00	ACCESSORIES	IMPULSE	1	9/3/2019	1Z1A1V710393025929
54044	9/3/2019	03-81-0003-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V71YW92049916
54045	9/3/2019	03-22-0110-11-00	DISC	DISC	1	9/3/2019	1Z1A1V710198107246
54045	9/3/2019	01-21-2012-14-12	COSMETICS	MASKS	1	9/3/2019	1Z1A1V710198107246
54045	9/3/2019	03-35-0101-01-00	FITNESS	WEIGHTS	1	9/3/2019	1Z1A1V710198107246
54046	9/3/2019	03-32-0001-01-01	SEASONAL	SEASONAL	1	9/3/2019	9.2749E+25
54047	9/3/2019	01-31-0101-01-00	AUTOMOTIVE	RINGS	1	9/3/2019	9.2749E+25
54048	9/3/2019	03-32-0001-01-01	SEASONAL	SEASONAL	1	9/3/2019	9.2749E+25
54049	9/3/2019	02-32-0101-01-00	GEAR	OUTERWEAR	1	9/3/2019	9.2749E+25
54050	9/3/2019	03-32-0001-01-01	SEASONAL	SEASONAL	1	9/3/2019	9.2749E+25
54051	9/3/2019	03-81-1701-00	SEASONAL	SEASONAL	3	9/3/2019	1Z1A1V71YW90401967
54052	9/3/2019	02-32-0101-01-00	GEAR	OUTERWEAR	1	9/3/2019	9.2749E+25
54052	9/3/2019	03-81-0004-00	SEASONAL	SEASONAL	1	9/3/2019	9.2749E+25
54053	9/3/2019	03-74-0002-01-00	ELECTRO	AUDIO	1	9/3/2019	9.2749E+25
54054	9/3/2019	03-81-0002-00-00	ESSENTIALS	BODY CARE	1	9/3/2019	1Z1A1V71YW94909180
54054	9/3/2019	01-40-0401-00-00	SLEEPWEAR	INTIMATES	2	9/3/2019	1Z1A1V71YW94909180
54054	9/3/2019	03-32-0001-01-01	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V71YW94909180
54054	9/3/2019	03-81-1701-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V71YW94909180
54054	9/3/2019	03-40-0101-01-12	SLEEPWEAR	INTIMATES	1	9/3/2019	1Z1A1V71YW94909180
54054	9/3/2019	03-81-0003-00	SEASONAL	SEASONAL	1	9/3/2019	1Z1A1V71YW94909180
54054	9/3/2019	08-34-0203-00-00	GEAR	OUTERWEAR	1	9/3/2019	1Z1A1V71YW94909180
54055	9/3/2019	04-12-0002-01	SEASONAL	SEASONAL	1	9/3/2019	9.2749E+25
54057	9/3/2019	02-62-1401-01-00	FITNESS	CYCLING	1	9/3/2019	1Z1A1V711297476052
54057	9/3/2019	04-31-0004-01	SEASONAL	SEASONAL	2	9/3/2019	1Z1A1V711297476052
54056	9/3/2019	01-28-1301-03-12	FITNESS	MAT	1	9/3/2019	1Z1A1V710294611643
54056	9/3/2019	08-28-0201-00-00	FITNESS	MAT	1	9/3/2019	1Z1A1V710294611643
54059	9/3/2019	03-22-0002-01-12	FITNESS	LOWER BODY	1	9/3/2019	9.2749E+25
54060	9/3/2019	04-31-0004-01	SEASONAL	SEASONAL	1	9/3/2019	9.2749E+25
54060	9/3/2019	08-31-0203-00-00	ACCESSORIES	RINGS	1	9/3/2019	9.2749E+25
54062	9/3/2019	01-27-0303-01-12	FITNESS	LOWER BODY	1	9/11/2019	1z44rr376841821101
54062	9/3/2019	01-27-0302-01-12	FITNESS	LOWER BODY	1	9/11/2019	1z44rr376841821101
54061	9/3/2019	01-31-0109-01-00	AUTOMOTIVE	RINGS	1	9/4/2019	9.2749E+25
54064	9/3/2019	03-81-0003-00	SEASONAL	SEASONAL	1	9/4/2019	9.2749E+25
54065	9/3/2019	02-40-0401-00-00	SLEEPWEAR	INTIMATES	1	9/4/2019	1Z1A1V710293197308
54065	9/3/2019	03-33-1303-00-00	GEAR	OUTERWEAR	1	9/4/2019	1Z1A1V710293197308
54066	9/3/2019	38-81-0001-00-00	SEASONAL	SEASONAL	1	9/4/2019	1Z1A1V710396136929
54066	9/3/2019	03-22-0110-01-00	FITNESS	APPAREL	1	9/4/2019	1Z1A1V710396136929
54067	9/3/2019	02-31-0103-01-00	ACCESSORIES	RINGS	2	9/4/2019	1Z1A1V710397468935
54067	9/3/2019	08-31-0203-00-00	ACCESSORIES	RINGS	2	9/4/2019	1Z1A1V710397468935
54068	9/3/2019	02-40-1301-00-00	SLEEPWEAR	INTIMATES	1	9/4/2019	1Z1A1V71YW94933359
54068	9/3/2019	03-81-1701-00	SEASONAL	SEASONAL	1	9/4/2019	1Z1A1V71YW94933359
54068	9/3/2019	08-28-0201-00-00	FITNESS	MAT	1	9/4/2019	1Z1A1V71YW94933359
54068	9/3/2019	01-81-1601-00-00	ESSENTIALS	BODY CARE	1	9/4/2019	1Z1A1V71YW94933359
54068	9/3/2019	01-21-4003-14-12	COSMETICS	MASKS	1	9/4/2019	1Z1A1V71YW94933359
54068	9/3/2019	07-81-1601-00	SEASONAL	SEASONAL	1	9/4/2019	1Z1A1V71YW94933359
54069	9/3/2019	03-72-1101	SEASONAL	SEASONAL	1	9/4/2019	1Z1A1V710395533368
54069	9/3/2019	01-24-0203-00-12	FITNESS	LOWER BODY	1	9/4/2019	1Z1A1V710395533368
54069	9/3/2019	03-72-1101	SEASONAL	SEASONAL	1	9/4/2019	1Z1A1V710395533368
54070	9/3/2019	01-81-1601-00-00	ESSENTIALS	BODY CARE	1	9/4/2019	1Z1A1V71YN94051943
54070	9/3/2019	02-40-0402-00-00	DISC	DISC	1	9/4/2019	1Z1A1V71YN94051943
54070	9/3/2019	01-83-1601-00-00	ESSENTIALS	ORAL CARE	1	9/4/2019	1Z1A1V71YN94051943
54070	9/3/2019	02-81-0001-00-00	ESSENTIALS	BODY CARE	1	9/4/2019	1Z1A1V71YN94051943
54071	9/3/2019	08-28-0201-00-00	FITNESS	MAT	1	9/4/2019	1Z1A1V710393866173
54071	9/3/2019	03-85-0301-01-00	ESSENTIALS	SHEETS	1	9/4/2019	1Z1A1V710393866173
54071	9/3/2019	38-81-0001-00-00	SEASONAL	SEASONAL	1	9/4/2019	1Z1A1V710393866173
54072	9/3/2019	07-81-0101-00	SEASONAL	SEASONAL	2	9/4/2019	1Z1A1V71YW93610164
54072	9/3/2019	01-31-0101-01-00	AUTOMOTIVE	RINGS	1	9/4/2019	1Z1A1V71YW93610164
54072	9/3/2019	03-31-0102-01-00	ACCESSORIES	RINGS	1	9/4/2019	1Z1A1V71YW93610164
54072	9/3/2019	02-73-1101	SEASONAL	SEASONAL	1	9/4/2019	1Z1A1V71YW93610164
54072	9/3/2019	07-81-1601-00	SEASONAL	SEASONAL	2	9/4/2019	1Z1A1V71YW93610164
54072	9/3/2019	01-31-0104-01-00	AUTOMOTIVE	RINGS	1	9/4/2019	1Z1A1V71YW93610164
54072	9/3/2019	02-73-1102	SEASONAL	SEASONAL	1	9/4/2019	1Z1A1V71YW93610164
54073	9/3/2019	02-72-0101-01-00	ACCESSORIES	IMPULSE	1	9/4/2019	9.2749E+25
54074	9/3/2019	03-22-0002-01-12	FITNESS	LOWER BODY	1	9/4/2019	1Z1A1V71YW98456313
54074	9/3/2019	01-21-1013-14-12	COSMETICS	MASKS	1	9/4/2019	1Z1A1V71YW98456313
54075	9/3/2019	02-40-0402-00-00	DISC	DISC	2	9/4/2019	9.2749E+25
54076	9/3/2019	02-73-1402-01-12	ACCESSORIES	BELTS	1	9/4/2019	1Z1A1V716773659163
54076	9/3/2019	02-74-0403-01-00	ACCESSORIES	IMPULSE	1	9/4/2019	1Z1A1V716773659163
54077	9/3/2019	01-31-0104-01-00	AUTOMOTIVE	RINGS	1	9/4/2019	9.2749E+25
54078	9/3/2019	33-81-1701-00-00	ESSENTIALS	BODY CARE	1	9/4/2019	9.2749E+25
54078	9/3/2019	01-40-0401-00-00	SLEEPWEAR	INTIMATES	1	9/4/2019	9.2749E+25
54080	9/3/2019	08-34-0203-00-00	GEAR	OUTERWEAR	1	9/4/2019	9.2749E+25
54079	9/3/2019	03-81-0003-00	SEASONAL	SEASONAL	1	9/4/2019	1Z1A1V71YW92117280
54081	9/3/2019	01-21-1002-14-12	COSMETICS	MASKS	1	9/4/2019	1Z1A1V71YW97962885
