zipCode	state	Region	city
28347	North Carolina	Southeast	Hoffman
60169	Illinois	Midwest	Hoffman Estates
60192	Illinois	Midwest	Hoffman Estates
13353	New York	Northeast	Hoffmeister
13655	New York	Northeast	Hogansburg
30230	Georgia	Southeast	Hogansville
59529	Montana	West	Hogeland
38462	Tennessee	Southeast	Hohenwald
67544	Kansas	Midwest	Hoisington
55941	Minnesota	Midwest	Hokah
57540	South Dakota	Midwest	Holabird
86025	Arizona	Southwest	Holbrook
83243	Idaho	West	Holbrook
2343	Massachusetts	Northeast	Holbrook
68948	Nebraska	Midwest	Holbrook
11741	New York	Northeast	Holbrook
15341	Pennsylvania	Northeast	Holbrook
61043	Illinois	Midwest	Holcomb
67851	Kansas	Midwest	Holcomb
63852	Missouri	Midwest	Holcomb
38940	Mississippi	Southeast	Holcomb
54745	Wisconsin	Midwest	Holcombe
70744	Louisiana	Southeast	Holden
1520	Massachusetts	Northeast	Holden
4429	Maine	Northeast	Holden
64040	Missouri	Midwest	Holden
84636	Utah	West	Holden
25625	West Virginia	Southeast	Holden
74848	Oklahoma	Southwest	Holdenville
34445	Florida	Southeast	Holder
3245	New Hampshire	Northeast	Holderness
56340	Minnesota	Midwest	Holdingford
68949	Nebraska	Midwest	Holdrege
43527	Ohio	Midwest	Holgate
34690	Florida	Southeast	Holiday
34691	Florida	Southeast	Holiday
38341	Tennessee	Southeast	Holladay
50642	Iowa	Midwest	Holland
47541	Indiana	Midwest	Holland
42153	Kentucky	Southeast	Holland
1521	Massachusetts	Northeast	Holland
49423	Michigan	Midwest	Holland
49424	Michigan	Midwest	Holland
56139	Minnesota	Midwest	Holland
63853	Missouri	Midwest	Holland
14080	New York	Northeast	Holland
43528	Ohio	Midwest	Holland
76534	Texas	Southwest	Holland
13354	New York	Northeast	Holland Patent
56045	Minnesota	Midwest	Hollandale
38748	Mississippi	Southeast	Hollandale
53544	Wisconsin	Midwest	Hollandale
45332	Ohio	Midwest	Hollansburg
66946	Kansas	Midwest	Hollenberg
14470	New York	Northeast	Holley
65258	Missouri	Midwest	Holliday
76366	Texas	Southwest	Holliday
16648	Pennsylvania	Northeast	Hollidaysburg
35082	Alabama	Southeast	Hollins
3049	New Hampshire	Northeast	Hollis
11423	New York	Northeast	Hollis
73550	Oklahoma	Southwest	Hollis
4042	Maine	Northeast	Hollis Center
95023	California	West	Hollister
32147	Florida	Southeast	Hollister
65672	Missouri	Midwest	Hollister
27844	North Carolina	Southeast	Hollister
73551	Oklahoma	Southwest	Hollister
1746	Massachusetts	Northeast	Holliston
88330	New Mexico	Southwest	Holloman Air Force Base
38342	Tennessee	Southeast	Hollow Rock
56249	Minnesota	Midwest	Holloway
43985	Ohio	Midwest	Holloway
12530	New York	Northeast	Hollowville
15935	Pennsylvania	Northeast	Hollsopple
81047	Colorado	West	Holly
48442	Michigan	Midwest	Holly
39088	Mississippi	Southeast	Holly Bluff
72069	Arkansas	Southeast	Holly Grove
29059	South Carolina	Southeast	Holly Hill
35083	Alabama	Southeast	Holly Pond
28445	North Carolina	Southeast	Holly Ridge
38635	Mississippi	Southeast	Holly Springs
27540	North Carolina	Southeast	Holly Springs
35751	Alabama	Southeast	Hollytree
35752	Alabama	Southeast	Hollywood
33019	Florida	Southeast	Hollywood
33020	Florida	Southeast	Hollywood
33021	Florida	Southeast	Hollywood
33023	Florida	Southeast	Hollywood
33024	Florida	Southeast	Hollywood
33025	Florida	Southeast	Hollywood
33026	Florida	Southeast	Hollywood
33027	Florida	Southeast	Hollywood
33029	Florida	Southeast	Hollywood
20636	Maryland	Northeast	Hollywood
29449	South Carolina	Southeast	Hollywood
87723	New Mexico	Southwest	Holman
7733	New Jersey	Northeast	Holmdel
54636	Wisconsin	Midwest	Holmen
12531	New York	Northeast	Holmes
19043	Pennsylvania	Northeast	Holmes
40843	Kentucky	Southeast	Holmes Mill
44633	Ohio	Midwest	Holmesville
51025	Iowa	Midwest	Holstein
68950	Nebraska	Midwest	Holstein
95234	California	West	Holt
32564	Florida	Southeast	Holt
48842	Michigan	Midwest	Holt
64048	Missouri	Midwest	Holt
47023	Indiana	Midwest	Holton
66436	Kansas	Midwest	Holton
49425	Michigan	Midwest	Holton
65043	Missouri	Midwest	Holts Summit
11742	New York	Northeast	Holtsville
92250	California	West	Holtville
17532	Pennsylvania	Northeast	Holtwood
96725	Hawaii	West	Holualoa
99602	Alaska	West	Holy Cross
52053	Iowa	Midwest	Holy Cross
36859	Alabama	Southeast	Holy Trinity
80734	Colorado	West	Holyoke
1040	Massachusetts	Northeast	Holyoke
55749	Minnesota	Midwest	Holyoke
67450	Kansas	Midwest	Holyrood
15747	Pennsylvania	Northeast	Home
83628	Idaho	West	Homedale
92548	California	West	Homeland
33847	Florida	Southeast	Homeland
99603	Alaska	West	Homer
30547	Georgia	Southeast	Homer
61849	Illinois	Midwest	Homer
46146	Indiana	Midwest	Homer
71040	Louisiana	Southeast	Homer
49245	Michigan	Midwest	Homer
68030	Nebraska	Midwest	Homer
13077	New York	Northeast	Homer
15748	Pennsylvania	Northeast	Homer City
60491	Illinois	Midwest	Homer Glen
31634	Georgia	Southeast	Homerville
44235	Ohio	Midwest	Homerville
33030	Florida	Southeast	Homestead
33031	Florida	Southeast	Homestead
33032	Florida	Southeast	Homestead
33033	Florida	Southeast	Homestead
33034	Florida	Southeast	Homestead
33035	Florida	Southeast	Homestead
33039	Florida	Southeast	Homestead
52236	Iowa	Midwest	Homestead
59242	Montana	West	Homestead
15120	Pennsylvania	Northeast	Homestead
60456	Illinois	Midwest	Hometown
25109	West Virginia	Southeast	Hometown
96141	California	West	Homewood
60430	Illinois	Midwest	Homewood
44634	Ohio	Midwest	Homeworth
74035	Oklahoma	Southwest	Hominy
34446	Florida	Southeast	Homosassa
34448	Florida	Southeast	Homosassa
24260	Virginia	Southeast	Honaker
96726	Hawaii	West	Honaunau
88336	New Mexico	Southwest	Hondo
78861	Texas	Southwest	Hondo
29654	South Carolina	Southeast	Honea Path
14471	New York	Northeast	Honeoye
14472	New York	Northeast	Honeoye Falls
18431	Pennsylvania	Northeast	Honesdale
19344	Pennsylvania	Northeast	Honey Brook
51542	Iowa	Midwest	Honey Creek
17035	Pennsylvania	Northeast	Honey Grove
75446	Texas	Southwest	Honey Grove
95545	California	West	Honeydew
84314	Utah	West	Honeyville
96727	Hawaii	West	Honokaa
96813	Hawaii	West	Honolulu
96814	Hawaii	West	Honolulu
96815	Hawaii	West	Honolulu
96816	Hawaii	West	Honolulu
96817	Hawaii	West	Honolulu
96818	Hawaii	West	Honolulu
96819	Hawaii	West	Honolulu
96821	Hawaii	West	Honolulu
96822	Hawaii	West	Honolulu
96825	Hawaii	West	Honolulu
96826	Hawaii	West	Honolulu
96850	Hawaii	West	Honolulu
96728	Hawaii	West	Honomu
49640	Michigan	Midwest	Honor
36042	Alabama	Southeast	Honoraville
95639	California	West	Hood
22723	Virginia	Southeast	Hood
97031	Oregon	West	Hood River
98548	Washington	West	Hoodsport
73945	Oklahoma	Southwest	Hooker
28538	North Carolina	Southeast	Hookerton
75561	Texas	Southwest	Hooks
3106	New Hampshire	Northeast	Hooksett
15050	Pennsylvania	Northeast	Hookstown
96729	Hawaii	West	Hoolehua
99829	Alaska	West	Hoonah
95546	California	West	Hoopa
81136	Colorado	West	Hooper
68031	Nebraska	Midwest	Hooper
84315	Utah	West	Hooper
99333	Washington	West	Hooper
99604	Alaska	West	Hooper Bay
60942	Illinois	Midwest	Hoopeston
58243	North Dakota	Midwest	Hoople
61258	Illinois	Midwest	Hooppole
12089	New York	Northeast	Hoosick
12090	New York	Northeast	Hoosick Falls
45033	Ohio	Midwest	Hooven
15936	Pennsylvania	Northeast	Hooversville
18824	Pennsylvania	Northeast	Hop Bottom
7843	New Jersey	Northeast	Hopatcong
99605	Alaska	West	Hope
71801	Arkansas	Southeast	Hope
83836	Idaho	West	Hope
47246	Indiana	Midwest	Hope
67451	Kansas	Midwest	Hope
40334	Kentucky	Southeast	Hope
4847	Maine	Northeast	Hope
48628	Michigan	Midwest	Hope
56046	Minnesota	Midwest	Hope
58046	North Dakota	Midwest	Hope
88250	New Mexico	Southwest	Hope
2831	Rhode Island	Northeast	Hope
36043	Alabama	Southeast	Hope Hull
28348	North Carolina	Southeast	Hope Mills
2832	Rhode Island	Northeast	Hope Valley
61747	Illinois	Midwest	Hopedale
1747	Massachusetts	Northeast	Hopedale
43976	Ohio	Midwest	Hopedale
73746	Oklahoma	Southwest	Hopeton
8525	New Jersey	Northeast	Hopewell
43746	Ohio	Midwest	Hopewell
16650	Pennsylvania	Northeast	Hopewell
23860	Virginia	Southeast	Hopewell
49328	Michigan	Midwest	Hopkins
55305	Minnesota	Midwest	Hopkins
55343	Minnesota	Midwest	Hopkins
64461	Missouri	Midwest	Hopkins
29061	South Carolina	Southeast	Hopkins
42240	Kentucky	Southeast	Hopkinsville
52237	Iowa	Midwest	Hopkinton
1748	Massachusetts	Northeast	Hopkinton
2833	Rhode Island	Northeast	Hopkinton
95449	California	West	Hopland
15445	Pennsylvania	Northeast	Hopwood
98550	Washington	West	Hoquiam
58047	North Dakota	Midwest	Horace
71842	Arkansas	Southeast	Horatio
29062	South Carolina	Southeast	Horatio
68846	Nebraska	Midwest	Hordville
53032	Wisconsin	Midwest	Horicon
38637	Mississippi	Southeast	Horn Lake
38232	Tennessee	Southeast	Hornbeak
71439	Louisiana	Southeast	Hornbeck
96044	California	West	Hornbrook
14843	New York	Northeast	Hornell
26372	West Virginia	Southeast	Horner
63855	Missouri	Midwest	Hornersville
51026	Iowa	Midwest	Hornick
95325	California	West	Hornitos
38044	Tennessee	Southeast	Hornsby
23395	Virginia	Southeast	Horntown
42349	Kentucky	Southeast	Horse Branch
42749	Kentucky	Southeast	Horse Cave
82061	Wyoming	West	Horse Creek
28742	North Carolina	Southeast	Horse Shoe
14845	New York	Northeast	Horseheads
78657	Texas	Southwest	Horseshoe Bay
32648	Florida	Southeast	Horseshoe Beach
72512	Arkansas	Southeast	Horseshoe Bend
83629	Idaho	West	Horseshoe Bend
19044	Pennsylvania	Northeast	Horsham
31543	Georgia	Southeast	Hortense
35980	Alabama	Southeast	Horton
66439	Kansas	Midwest	Horton
49246	Michigan	Midwest	Horton
12745	New York	Northeast	Hortonville
54944	Wisconsin	Midwest	Hortonville
30548	Georgia	Southeast	Hoschton
32334	Florida	Southeast	Hosford
68740	Nebraska	Midwest	Hoskins
40844	Kentucky	Southeast	Hoskinston
57448	South Dakota	Midwest	Hosmer
51238	Iowa	Midwest	Hospers
71043	Louisiana	Southeast	Hosston
15638	Pennsylvania	Northeast	Hostetter
59845	Montana	West	Hot Springs
28743	North Carolina	Southeast	Hot Springs
57747	South Dakota	Midwest	Hot Springs
24445	Virginia	Southeast	Hot Springs
71901	Arkansas	Southeast	Hot Springs National Park
71913	Arkansas	Southeast	Hot Springs National Park
71909	Arkansas	Southeast	Hot Springs Village
80451	Colorado	West	Hot Sulphur Springs
81419	Colorado	West	Hotchkiss
86030	Arizona	Southwest	Hotevilla
86506	Arizona	Southwest	Houck
49931	Michigan	Midwest	Houghton
14744	New York	Northeast	Houghton
57449	South Dakota	Midwest	Houghton
48629	Michigan	Midwest	Houghton Lake
38850	Mississippi	Southeast	Houlka
4730	Maine	Northeast	Houlton
54082	Wisconsin	Midwest	Houlton
70360	Louisiana	Southeast	Houma
70363	Louisiana	Southeast	Houma
70364	Louisiana	Southeast	Houma
1236	Massachusetts	Northeast	Housatonic
88121	New Mexico	Southwest	House
63051	Missouri	Midwest	House Springs
99694	Alaska	West	Houston
35572	Alabama	Southeast	Houston
72070	Arkansas	Southeast	Houston
19954	Delaware	Northeast	Houston
55943	Minnesota	Midwest	Houston
65483	Missouri	Midwest	Houston
38851	Mississippi	Southeast	Houston
45333	Ohio	Midwest	Houston
15342	Pennsylvania	Northeast	Houston
77002	Texas	Southwest	Houston
77003	Texas	Southwest	Houston
77004	Texas	Southwest	Houston
77005	Texas	Southwest	Houston
77006	Texas	Southwest	Houston
77007	Texas	Southwest	Houston
77008	Texas	Southwest	Houston
77009	Texas	Southwest	Houston
77010	Texas	Southwest	Houston
77011	Texas	Southwest	Houston
77012	Texas	Southwest	Houston
77013	Texas	Southwest	Houston
77014	Texas	Southwest	Houston
77015	Texas	Southwest	Houston
77016	Texas	Southwest	Houston
77017	Texas	Southwest	Houston
77018	Texas	Southwest	Houston
77019	Texas	Southwest	Houston
77020	Texas	Southwest	Houston
77021	Texas	Southwest	Houston
77022	Texas	Southwest	Houston
77023	Texas	Southwest	Houston
77024	Texas	Southwest	Houston
77025	Texas	Southwest	Houston
77026	Texas	Southwest	Houston
77027	Texas	Southwest	Houston
77028	Texas	Southwest	Houston
77029	Texas	Southwest	Houston
77030	Texas	Southwest	Houston
77031	Texas	Southwest	Houston
77032	Texas	Southwest	Houston
77033	Texas	Southwest	Houston
77034	Texas	Southwest	Houston
77035	Texas	Southwest	Houston
77036	Texas	Southwest	Houston
77037	Texas	Southwest	Houston
77038	Texas	Southwest	Houston
77039	Texas	Southwest	Houston
77040	Texas	Southwest	Houston
77041	Texas	Southwest	Houston
77042	Texas	Southwest	Houston
77043	Texas	Southwest	Houston
77044	Texas	Southwest	Houston
77045	Texas	Southwest	Houston
77046	Texas	Southwest	Houston
77047	Texas	Southwest	Houston
77048	Texas	Southwest	Houston
77049	Texas	Southwest	Houston
77050	Texas	Southwest	Houston
77051	Texas	Southwest	Houston
77053	Texas	Southwest	Houston
77054	Texas	Southwest	Houston
77055	Texas	Southwest	Houston
77056	Texas	Southwest	Houston
77057	Texas	Southwest	Houston
77058	Texas	Southwest	Houston
77059	Texas	Southwest	Houston
77060	Texas	Southwest	Houston
77061	Texas	Southwest	Houston
77062	Texas	Southwest	Houston
77063	Texas	Southwest	Houston
77064	Texas	Southwest	Houston
77065	Texas	Southwest	Houston
77066	Texas	Southwest	Houston
77067	Texas	Southwest	Houston
77068	Texas	Southwest	Houston
77069	Texas	Southwest	Houston
77070	Texas	Southwest	Houston
77071	Texas	Southwest	Houston
77072	Texas	Southwest	Houston
77073	Texas	Southwest	Houston
77074	Texas	Southwest	Houston
77075	Texas	Southwest	Houston
77076	Texas	Southwest	Houston
77077	Texas	Southwest	Houston
77078	Texas	Southwest	Houston
77079	Texas	Southwest	Houston
77080	Texas	Southwest	Houston
77081	Texas	Southwest	Houston
77082	Texas	Southwest	Houston
77083	Texas	Southwest	Houston
77084	Texas	Southwest	Houston
77085	Texas	Southwest	Houston
77086	Texas	Southwest	Houston
77087	Texas	Southwest	Houston
77088	Texas	Southwest	Houston
77089	Texas	Southwest	Houston
77090	Texas	Southwest	Houston
77091	Texas	Southwest	Houston
77092	Texas	Southwest	Houston
77093	Texas	Southwest	Houston
77094	Texas	Southwest	Houston
77095	Texas	Southwest	Houston
77096	Texas	Southwest	Houston
77098	Texas	Southwest	Houston
77099	Texas	Southwest	Houston
77201	Texas	Southwest	Houston
65333	Missouri	Midwest	Houstonia
16651	Pennsylvania	Northeast	Houtzdale
57450	South Dakota	Midwest	Hoven
55606	Minnesota	Midwest	Hovland
81233	Colorado	West	Howard
31039	Georgia	Southeast	Howard
67349	Kansas	Midwest	Howard
43028	Ohio	Midwest	Howard
16841	Pennsylvania	Northeast	Howard
57349	South Dakota	Midwest	Howard
11414	New York	Northeast	Howard Beach
49329	Michigan	Midwest	Howard City
55349	Minnesota	Midwest	Howard Lake
24562	Virginia	Southeast	Howardsville
83244	Idaho	West	Howe
46746	Indiana	Midwest	Howe
74940	Oklahoma	Southwest	Howe
75459	Texas	Southwest	Howe
48843	Michigan	Midwest	Howell
48855	Michigan	Midwest	Howell
7731	New Jersey	Northeast	Howell
84316	Utah	West	Howell
68641	Nebraska	Midwest	Howells
10932	New York	Northeast	Howells
57748	South Dakota	Midwest	Howes
12092	New York	Northeast	Howes Cave
4448	Maine	Northeast	Howland
72433	Arkansas	Southeast	Hoxie
67740	Kansas	Midwest	Hoxie
62803	Illinois	Midwest	Hoyleton
66440	Kansas	Midwest	Hoyt
55750	Minnesota	Midwest	Hoyt Lakes
43529	Ohio	Midwest	Hoytville
85616	Arizona	Southwest	Huachuca City
50122	Iowa	Midwest	Hubbard
68741	Nebraska	Midwest	Hubbard
44425	Ohio	Midwest	Hubbard
97032	Oregon	West	Hubbard
76648	Texas	Southwest	Hubbard
49747	Michigan	Midwest	Hubbard Lake
1452	Massachusetts	Northeast	Hubbardston
48845	Michigan	Midwest	Hubbardston
13355	New York	Northeast	Hubbardsville
49934	Michigan	Midwest	Hubbell
68375	Nebraska	Midwest	Hubbell
28539	North Carolina	Southeast	Hubert
53033	Wisconsin	Midwest	Hubertus
24104	Virginia	Southeast	Huddleston
41535	Kentucky	Southeast	Huddy
23076	Virginia	Southeast	Hudgins
80642	Colorado	West	Hudson
34667	Florida	Southeast	Hudson
34669	Florida	Southeast	Hudson
50643	Iowa	Midwest	Hudson
61748	Illinois	Midwest	Hudson
46747	Indiana	Midwest	Hudson
67545	Kansas	Midwest	Hudson
40145	Kentucky	Southeast	Hudson
1749	Massachusetts	Northeast	Hudson
4449	Maine	Northeast	Hudson
49247	Michigan	Midwest	Hudson
28638	North Carolina	Southeast	Hudson
3051	New Hampshire	Northeast	Hudson
12534	New York	Northeast	Hudson
44236	Ohio	Midwest	Hudson
57034	South Dakota	Midwest	Hudson
54016	Wisconsin	Midwest	Hudson
82515	Wyoming	West	Hudson
12839	New York	Northeast	Hudson Falls
49426	Michigan	Midwest	Hudsonville
41640	Kentucky	Southeast	Hueysville
77336	Texas	Southwest	Huffman
29450	South Carolina	Southeast	Huger
65484	Missouri	Midwest	Huggins
99745	Alaska	West	Hughes
72348	Arkansas	Southeast	Hughes
75656	Texas	Southwest	Hughes Springs
25110	West Virginia	Southeast	Hugheston
20637	Maryland	Northeast	Hughesville
65334	Missouri	Midwest	Hughesville
17737	Pennsylvania	Northeast	Hughesville
95326	California	West	Hughson
80821	Colorado	West	Hugo
55038	Minnesota	Midwest	Hugo
74743	Oklahoma	Southwest	Hugo
67951	Kansas	Midwest	Hugoton
12746	New York	Northeast	Huguenot
49748	Michigan	Midwest	Hulbert
74441	Oklahoma	Southwest	Hulbert
40845	Kentucky	Southeast	Hulen
82720	Wyoming	West	Hulett
12841	New York	Northeast	Huletts Landing
30646	Georgia	Southeast	Hull
51239	Iowa	Midwest	Hull
62343	Illinois	Midwest	Hull
2045	Massachusetts	Northeast	Hull
77564	Texas	Southwest	Hull
4644	Maine	Northeast	Hulls Cove
65674	Missouri	Midwest	Humansville
2047	Massachusetts	Northeast	Humarock
54746	Wisconsin	Midwest	Humbird
77338	Texas	Southwest	Humble
77346	Texas	Southwest	Humble
77396	Texas	Southwest	Humble
86329	Arizona	Southwest	Humboldt
50548	Iowa	Midwest	Humboldt
61931	Illinois	Midwest	Humboldt
66748	Kansas	Midwest	Humboldt
56731	Minnesota	Midwest	Humboldt
68376	Nebraska	Midwest	Humboldt
57035	South Dakota	Midwest	Humboldt
38343	Tennessee	Southeast	Humboldt
93628	California	West	Hume
61932	Illinois	Midwest	Hume
64752	Missouri	Midwest	Hume
22639	Virginia	Southeast	Hume
50123	Iowa	Midwest	Humeston
17036	Pennsylvania	Northeast	Hummelstown
72072	Arkansas	Southeast	Humnoke
72073	Arkansas	Southeast	Humphrey
68642	Nebraska	Midwest	Humphrey
64646	Missouri	Midwest	Humphreys
98552	Washington	West	Humptulips
26575	West Virginia	Southeast	Hundred
77448	Texas	Southwest	Hungerford
59919	Montana	West	Hungry Horse
15639	Pennsylvania	Northeast	Hunker
18621	Pennsylvania	Northeast	Hunlock Creek
63443	Missouri	Midwest	Hunnewell
14846	New York	Northeast	Hunt
78024	Texas	Southwest	Hunt
21031	Maryland	Northeast	Hunt Valley
72074	Arkansas	Southeast	Hunter
58048	North Dakota	Midwest	Hunter
12442	New York	Northeast	Hunter
74640	Oklahoma	Southwest	Hunter
99137	Washington	West	Hunters
28078	North Carolina	Southeast	Huntersville
46748	Indiana	Midwest	Huntertown
47542	Indiana	Midwest	Huntingburg
16652	Pennsylvania	Northeast	Huntingdon
38344	Tennessee	Southeast	Huntingdon
72940	Arkansas	Southeast	Huntington
46750	Indiana	Midwest	Huntington
1050	Massachusetts	Northeast	Huntington
11743	New York	Northeast	Huntington
97907	Oregon	West	Huntington
75949	Texas	Southwest	Huntington
84528	Utah	West	Huntington
5462	Vermont	Northeast	Huntington
25701	West Virginia	Southeast	Huntington
25702	West Virginia	Southeast	Huntington
25703	West Virginia	Southeast	Huntington
25704	West Virginia	Southeast	Huntington
25705	West Virginia	Southeast	Huntington
92646	California	West	Huntington Beach
92647	California	West	Huntington Beach
92648	California	West	Huntington Beach
92649	California	West	Huntington Beach
18622	Pennsylvania	Northeast	Huntington Mills
90255	California	West	Huntington Park
11746	New York	Northeast	Huntington Station
48070	Michigan	Midwest	Huntington Woods
20639	Maryland	Northeast	Huntingtown
37345	Tennessee	Southeast	Huntland
60142	Illinois	Midwest	Huntley
56047	Minnesota	Midwest	Huntley
59037	Montana	West	Huntley
22640	Virginia	Southeast	Huntly
44046	Ohio	Midwest	Huntsburg
35801	Alabama	Southeast	Huntsville
35802	Alabama	Southeast	Huntsville
35803	Alabama	Southeast	Huntsville
35805	Alabama	Southeast	Huntsville
35806	Alabama	Southeast	Huntsville
35808	Alabama	Southeast	Huntsville
35810	Alabama	Southeast	Huntsville
35811	Alabama	Southeast	Huntsville
35816	Alabama	Southeast	Huntsville
35824	Alabama	Southeast	Huntsville
35896	Alabama	Southeast	Huntsville
72740	Arkansas	Southeast	Huntsville
62344	Illinois	Midwest	Huntsville
65259	Missouri	Midwest	Huntsville
43324	Ohio	Midwest	Huntsville
37756	Tennessee	Southeast	Huntsville
77320	Texas	Southwest	Huntsville
77340	Texas	Southwest	Huntsville
77342	Texas	Southwest	Huntsville
84317	Utah	West	Huntsville
63547	Missouri	Midwest	Hurdland
27541	North Carolina	Southeast	Hurdle Mills
58451	North Dakota	Midwest	Hurdsfield
32544	Florida	Southeast	Hurlburt Field
88043	New Mexico	Southwest	Hurley
12443	New York	Northeast	Hurley
57036	South Dakota	Midwest	Hurley
24620	Virginia	Southeast	Hurley
54534	Wisconsin	Midwest	Hurley
12747	New York	Northeast	Hurleyville
21643	Maryland	Northeast	Hurlock
93234	California	West	Huron
47437	Indiana	Midwest	Huron
44839	Ohio	Midwest	Huron
57350	South Dakota	Midwest	Huron
38345	Tennessee	Southeast	Huron
84737	Utah	West	Hurricane
25526	West Virginia	Southeast	Hurricane
37078	Tennessee	Southeast	Hurricane Mills
62949	Illinois	Midwest	Hurst
76053	Texas	Southwest	Hurst
76054	Texas	Southwest	Hurst
24563	Virginia	Southeast	Hurt
36860	Alabama	Southeast	Hurtsboro
99746	Alaska	West	Huslia
59846	Montana	West	Huson
70442	Louisiana	Southeast	Husser
53034	Wisconsin	Midwest	Hustisford
22476	Virginia	Southeast	Hustle
54637	Wisconsin	Midwest	Hustler
17229	Pennsylvania	Northeast	Hustontown
40437	Kentucky	Southeast	Hustonville
75141	Texas	Southwest	Hutchins
55350	Minnesota	Midwest	Hutchinson
15640	Pennsylvania	Northeast	Hutchinson
67501	Kansas	Midwest	Hutchinson
62433	Illinois	Midwest	Hutsonville
71747	Arkansas	Southeast	Huttig
78634	Texas	Southwest	Hutto
26273	West Virginia	Southeast	Huttonsville
36543	Alabama	Southeast	Huxford
50124	Iowa	Midwest	Huxley
96046	California	West	Hyampom
2601	Massachusetts	Northeast	Hyannis
69350	Nebraska	Midwest	Hyannis
2647	Massachusetts	Northeast	Hyannis Port
20781	Maryland	Northeast	Hyattsville
20782	Maryland	Northeast	Hyattsville
20783	Maryland	Northeast	Hyattsville
20784	Maryland	Northeast	Hyattsville
20785	Maryland	Northeast	Hyattsville
82428	Wyoming	West	Hyattville
99922	Alaska	West	Hydaburg
16843	Pennsylvania	Northeast	Hyde
2136	Massachusetts	Northeast	Hyde Park
12538	New York	Northeast	Hyde Park
15641	Pennsylvania	Northeast	Hyde Park
84318	Utah	West	Hyde Park
5655	Vermont	Northeast	Hyde Park
41749	Kentucky	Southeast	Hyden
99923	Alaska	West	Hyder
21082	Maryland	Northeast	Hydes
95547	California	West	Hydesville
16328	Pennsylvania	Northeast	Hydetown
73048	Oklahoma	Southwest	Hydro
78635	Texas	Southwest	Hye
47855	Indiana	Midwest	Hymera
15545	Pennsylvania	Northeast	Hyndman
84319	Utah	West	Hyrum
59038	Montana	West	Hysham
24844	West Virginia	Southeast	Iaeger
84034	Utah	West	Ibapah
65486	Missouri	Midwest	Iberia
28666	North Carolina	Southeast	Icard
17037	Pennsylvania	Northeast	Ickesburg
72546	Arkansas	Southeast	Ida
71044	Louisiana	Southeast	Ida
48140	Michigan	Midwest	Ida
51445	Iowa	Midwest	Ida Grove
74745	Oklahoma	Southwest	Idabel
83631	Idaho	West	Idaho City
83401	Idaho	West	Idaho Falls
83402	Idaho	West	Idaho Falls
83404	Idaho	West	Idaho Falls
83406	Idaho	West	Idaho Falls
80452	Colorado	West	Idaho Springs
80735	Colorado	West	Idalia
79329	Texas	Southwest	Idalou
26576	West Virginia	Southeast	Idamay
97350	Oregon	West	Idanha
47950	Indiana	Midwest	Idaville
31041	Georgia	Southeast	Ideal
57541	South Dakota	Midwest	Ideal
35981	Alabama	Southeast	Ider
80453	Colorado	West	Idledale
49642	Michigan	Midwest	Idlewild
97447	Oregon	West	Idleyld Park
92549	California	West	Idyllwild
81137	Colorado	West	Ignacio
96047	California	West	Igo
56140	Minnesota	Midwest	Ihlen
21754	Maryland	Northeast	Ijamsville
24845	West Virginia	Southeast	Ikes Fork
87538	New Mexico	Southwest	Ilfeld
99606	Alaska	West	Iliamna
80736	Colorado	West	Iliff
13357	New York	Northeast	Ilion
61259	Illinois	Midwest	Illinois City
62539	Illinois	Midwest	Illiopolis
98624	Washington	West	Ilwaco
97841	Oregon	West	Imbler
72434	Arkansas	Southeast	Imboden
89418	Nevada	West	Imlay
48444	Michigan	Midwest	Imlay City
16655	Pennsylvania	Northeast	Imler
19345	Pennsylvania	Northeast	Immaculata
34142	Florida	Southeast	Immokalee
97842	Oregon	West	Imnaha
51645	Iowa	Midwest	Imogene
92251	California	West	Imperial
63052	Missouri	Midwest	Imperial
69033	Nebraska	Midwest	Imperial
15126	Pennsylvania	Northeast	Imperial
79743	Texas	Southwest	Imperial
91932	California	West	Imperial Beach
62846	Illinois	Midwest	Ina
68952	Nebraska	Midwest	Inavale
99138	Washington	West	Inchelium
89450	Nevada	West	Incline Village
89451	Nevada	West	Incline Village
93526	California	West	Independence
50644	Iowa	Midwest	Independence
41051	Kentucky	Southeast	Independence
70443	Louisiana	Southeast	Independence
64050	Missouri	Midwest	Independence
64052	Missouri	Midwest	Independence
64053	Missouri	Midwest	Independence
64054	Missouri	Midwest	Independence
64055	Missouri	Midwest	Independence
64056	Missouri	Midwest	Independence
64057	Missouri	Midwest	Independence
64058	Missouri	Midwest	Independence
44131	Ohio	Midwest	Independence
97351	Oregon	West	Independence
24348	Virginia	Southeast	Independence
54747	Wisconsin	Midwest	Independence
26374	West Virginia	Southeast	Independence
67301	Kansas	Midwest	Independence
98256	Washington	West	Index
73552	Oklahoma	Southwest	Indiahoma
32903	Florida	Southeast	Indialantic
99540	Alaska	West	Indian
20640	Maryland	Northeast	Indian Head
15446	Pennsylvania	Northeast	Indian Head
80454	Colorado	West	Indian Hills
12842	New York	Northeast	Indian Lake
37079	Tennessee	Southeast	Indian Mound
1151	Massachusetts	Northeast	Indian Orchard
49749	Michigan	Midwest	Indian River
33785	Florida	Southeast	Indian Rocks Beach
89018	Nevada	West	Indian Springs
28079	North Carolina	Southeast	Indian Trail
83632	Idaho	West	Indian Valley
24105	Virginia	Southeast	Indian Valley
