Date	Item_ID	Dept	Class	Unit_Sold	$_Sold	Total_Cost
8/1/2019	40-33-0001-00-00	GEAR	OUTERWEAR	6	594	215.8200073
8/1/2019	42-74-0004-00-00	ACCESSORIES	IMPULSE	1	35	15
8/2/2019	01-21-1001-15-12	COSMETICS	MASKS	1	55	17.64999962
8/2/2019	01-21-1002-14-12	COSMETICS	MASKS	2	110	25.29999924
8/2/2019	01-21-1005-14-12	COSMETICS	MASKS	4	236	90.59999847
8/2/2019	01-21-1008-14-12	COSMETICS	MASKS	1	59	23.02000046
8/2/2019	01-21-1011-14-12	COSMETICS	MASKS	1	50	13.89999962
8/2/2019	01-21-2001-14-12	COSMETICS	MASKS	1	89	32.52000046
8/2/2019	01-21-2005-14-12	COSMETICS	MASKS	1	109	35.40999985
8/2/2019	01-22-0103-01-00	FITNESS	FOOTWEAR	1	99	27.5
8/2/2019	01-23-0101-01-00	DISC	DISC	1	20	4.75
8/2/2019	01-23-0104-01-00	FITNESS	FOOTWEAR	1	21	6.659999847
8/2/2019	01-29-0002-00-00	FITNESS	ACCESSORIES	1	5	0.25
8/2/2019	01-29-1301-01-00	FITNESS	ACCESSORIES	1	32	5.5
8/2/2019	01-31-0101-01-00	AUTOMOTIVE	RINGS	2	58	15.88000011
8/2/2019	01-31-0102-01-00	AUTOMOTIVE	RINGS	3	114	27.27000046
8/2/2019	01-31-0103-01-00	ACCESSORIES	RINGS	2	50	9
8/2/2019	01-31-0104-01-00	AUTOMOTIVE	RINGS	1	29	6.199999809
8/2/2019	01-31-0105-01-00	AUTOMOTIVE	RINGS	2	50	13.19999981
8/2/2019	01-31-0106-01-00	AUTOMOTIVE	RINGS	2	50	13.14000034
8/2/2019	01-31-0108-01-00	AUTOMOTIVE	RINGS	3	44	15.75
8/2/2019	01-31-0109-01-00	AUTOMOTIVE	RINGS	16	330	101.5999985
8/2/2019	01-40-0401-00-00	SLEEPWEAR	INTIMATES	1	25	5.400000095
8/2/2019	01-81-1601-00-00	ESSENTIALS	BODY CARE	2	34	6.400000095
8/2/2019	01-83-1603-00-00	ESSENTIALS	ORAL CARE	1	14	2.75
8/2/2019	02-24-0101-01-00	FITNESS	LOWER BODY	1	32	10
8/2/2019	02-31-0101-01-00	AUTOMOTIVE	RINGS	9	66	15.75
8/2/2019	02-31-0103-01-00	ACCESSORIES	RINGS	1	25	2.950000048
8/2/2019	02-40-0001	SLEEPWEAR	INTIMATES	9	152	40.5
8/2/2019	02-40-0401-00-00	SLEEPWEAR	INTIMATES	3	40	8.850000143
8/2/2019	02-40-0402-00-00	DISC	DISC	1	22	3.75
8/2/2019	02-51-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	1	35	10.19999981
8/2/2019	02-63-0403-01-00	FITNESS	CYCLING	4	990	688
8/2/2019	02-63-0403-01-12	FITNESS	CYCLING	1	0	257.5
8/2/2019	02-71-1401-01-00	ACCESSORIES	IMPULSE	3	195	36
8/2/2019	02-71-1402-01-12	ACCESSORIES	IMPULSE	1	75	18.95000076
8/2/2019	02-73-0001-01-00	ACCESSORIES	BELTS	12	468	130.2000046
8/2/2019	02-73-0002-01-00	ACCESSORIES	BELTS	3	135	33
8/2/2019	02-74-0402-01-00	ACCESSORIES	IMPULSE	2	38	14
8/2/2019	02-74-0405-01	ACCESSORIES	IMPULSE	3	57	13.04999971
8/2/2019	03-22-0001-01-12	FITNESS	APPAREL	3	297	91.91999817
8/2/2019	03-22-0002-01-12	FITNESS	LOWER BODY	4	396	122.5599976
8/2/2019	03-22-0003-01-03	FITNESS	APPAREL	12	1428	450
8/2/2019	03-22-0004	DISC	DISC	2	170	44
8/2/2019	03-22-0101-01-00	FITNESS	APPAREL	2	198	60
8/2/2019	03-22-0110-01-00	FITNESS	APPAREL	8	1000	384
8/2/2019	03-24-0108-01-00	FITNESS	LOWER BODY	2	30	6.800000191
8/2/2019	03-24-0301-00-12	FITNESS	LOWER BODY	1	45	10.80000019
8/2/2019	03-25-0002-01-00	FITNESS	LOWER BODY	1	59	16.20000076
8/2/2019	03-26-0003-00-00	DISC	DISC	1	80	24
8/2/2019	03-31-0102-01-00	ACCESSORIES	RINGS	1	20	4
8/2/2019	03-33-1303-00-00	GEAR	OUTERWEAR	1	129	40.16999817
8/2/2019	03-35-0101-01-00	FITNESS	WEIGHTS	2	138	30
8/2/2019	03-40-1301-00-00	SLEEPWEAR	INTIMATES	1	25	7.349999905
8/2/2019	03-64-0001	FITNESS	CYCLING	1	450	135
8/2/2019	03-72-0501-01-00	ACCESSORIES	IMPULSE	1	22	3.200000048
8/2/2019	03-72-0502-01	ACCESSORIES	IMPULSE	2	50	13.5
8/2/2019	03-74-0002-01-00	ELECTRO	AUDIO	1	25	4.75
8/2/2019	03-74-0003-01-00	ACCESSORIES	IMPULSE	2	198	48
8/2/2019	03-81-1702-00-00	ESSENTIALS	BODY CARE	1	9	3
8/2/2019	04-31-0102-01-00	AUTOMOTIVE	RINGS	2	50	14.73999977
8/2/2019	04-82-0001-00-00	ESSENTIALS	BATH	1	32	11.19999981
8/2/2019	06-81-1703-00-00	ESSENTIALS	BODY CARE	1	19	9.5
8/2/2019	08-28-0201-00-00	FITNESS	MAT	4	180	43.79999924
8/2/2019	08-31-0201-00-00	ACCESSORIES	RINGS	1	23	6.75
8/2/2019	08-31-0202-00-00	ACCESSORIES	RINGS	2	36	4.739999771
8/2/2019	08-31-0203-00-00	ACCESSORIES	RINGS	2	40	12
8/2/2019	08-34-0201-00-00	GEAR	OUTERWEAR	4	100	29.76000023
8/2/2019	08-34-0202-00-00	GEAR	OUTERWEAR	2	50	15.60000038
8/2/2019	08-34-0204-00-00	GEAR	OUTERWEAR	2	72	33.15999985
8/2/2019	08-34-0209-00-00	GEAR	OUTERWEAR	1	25	11.47999954
8/2/2019	08-34-0210-00-00	GEAR	OUTERWEAR	1	25	11.47999954
8/2/2019	10-81-0001-00-00	ESSENTIALS	BODY CARE	1	29	12.5
8/2/2019	13-31-0101-01	ACCESSORIES	RINGS	3	60	21.35999966
8/2/2019	13-31-0101-02	ACCESSORIES	RINGS	3	60	21.35999966
8/2/2019	13-82-0101-01-00	ESSENTIALS	BATH	3	78	26.64000034
8/2/2019	17-24-0103-01-00	FITNESS	LOWER BODY	3	87	37.80000114
8/2/2019	20-87-0001-00	ESSENTIALS	BATH	1	9	2.880000114
8/2/2019	22-82-1301-00-12	ESSENTIALS	BATH	1	45	15.93000031
8/2/2019	23-82-0101-01-00	ESSENTIALS	BATH	2	84	24.76000023
8/2/2019	23-82-0102-01-00	ESSENTIALS	BATH	2	21	14.85999966
8/2/2019	23-82-1301-01-00	ESSENTIALS	BATH	1	16	4.880000114
8/2/2019	33-81-1701-00-00	ESSENTIALS	BODY CARE	2	16	7.415999889
8/2/2019	38-51-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	1	99	37.41999817
8/2/2019	38-63-0001-00-12	FITNESS	CYCLING	1	1390	617.9500122
8/2/2019	40-24-0001-01-00	FITNESS	LOWER BODY	1	35	8.970000267
8/2/2019	40-33-0001-00-00	GEAR	OUTERWEAR	6	594	215.8200073
8/2/2019	40-51-0001-01-12	ELECTRO	ELECTRO ACCESSORIES	1	99	37.41999817
8/2/2019	40-54-0001-01-00	ELECTRO	COMPLETE KIT	1	79	23.96999931
8/2/2019	42-74-0002-00-00	ACCESSORIES	IMPULSE	1	45	15
8/2/2019	42-74-0003-00-00	ACCESSORIES	IMPULSE	3	105	36
8/2/2019	42-74-0004-00-00	ACCESSORIES	IMPULSE	3	105	45
8/2/2019	43-85-0003-01-01	BEDDING	SHEETS	1	0	22.5
8/3/2019	01-21-1001-14-12	COSMETICS	MASKS	1	55	17.64999962
8/3/2019	01-21-1004-14-12	COSMETICS	MASKS	4	236	81.19999695
8/3/2019	01-21-1005-14-12	COSMETICS	MASKS	2	118	45.29999924
8/3/2019	01-21-1006-15-12	COSMETICS	MASKS	2	110	42.45999908
8/3/2019	01-21-1011-14-12	COSMETICS	MASKS	2	100	27.79999924
8/3/2019	01-21-1015-14-12	COSMETICS	MASKS	1	50	12.75
8/3/2019	01-21-4002-14-12	COSMETICS	MASKS	2	114	39.86000061
8/3/2019	01-21-4003-14-12	COSMETICS	MASKS	1	59	18.75
8/3/2019	01-28-1301-03-12	FITNESS	MAT	3	63	21.51000023
8/3/2019	01-29-0002-00-00	FITNESS	ACCESSORIES	1	5	0.25
8/3/2019	01-29-1301-01-00	FITNESS	ACCESSORIES	1	32	5.5
8/3/2019	01-29-1304-01-00	FITNESS	ACCESSORIES	2	30	4.199999809
8/3/2019	01-31-0101-01-00	AUTOMOTIVE	RINGS	1	29	7.940000057
8/3/2019	01-31-0103-01-00	ACCESSORIES	RINGS	2	50	9
8/3/2019	01-31-0105-01-00	AUTOMOTIVE	RINGS	1	25	6.599999905
8/3/2019	01-31-0106-01-00	AUTOMOTIVE	RINGS	1	25	6.570000172
8/3/2019	01-31-0107-01-12	GEAR	OUTERWEAR	3	207	60.1799984
8/3/2019	01-31-0108-01-00	AUTOMOTIVE	RINGS	1	22	5.25
8/3/2019	01-31-0109-01-00	AUTOMOTIVE	RINGS	7	154	44.44999933
8/3/2019	01-32-0101-01	GEAR	OUTERWEAR	1	25	3.799999952
8/3/2019	01-81-1601-00-00	ESSENTIALS	BODY CARE	2	34	6.400000095
8/3/2019	01-83-1601-00-00	ESSENTIALS	ORAL CARE	6	114	25.80000114
8/3/2019	01-83-1602-00-00	ESSENTIALS	ORAL CARE	1	13	3.980000019
8/3/2019	01-83-1603-00-00	ESSENTIALS	ORAL CARE	3	42	8.25
8/3/2019	02-31-0101-01-00	AUTOMOTIVE	RINGS	4	11	7
8/3/2019	02-32-0101-01-00	GEAR	OUTERWEAR	1	22	2.049999952
8/3/2019	02-40-0301-01-12	SLEEPWEAR	INTIMATES	1	17	2.99000001
8/3/2019	02-40-0401-00-00	SLEEPWEAR	INTIMATES	1	20	2.950000048
8/3/2019	02-63-0403-01-00	FITNESS	CYCLING	1	495	172
8/3/2019	02-71-1401-01-00	ACCESSORIES	IMPULSE	2	130	24
8/3/2019	02-71-1402-01-12	ACCESSORIES	IMPULSE	1	75	18.95000076
8/3/2019	02-71-1403-01-12	ACCESSORIES	IMPULSE	2	218	66.30000305
8/3/2019	02-72-0101-01-00	ACCESSORIES	IMPULSE	2	58	11.19999981
8/3/2019	02-73-0001-01-00	ACCESSORIES	BELTS	4	156	43.40000153
8/3/2019	02-73-0002-01-00	ACCESSORIES	BELTS	5	225	55
8/3/2019	02-73-1302-01-00	ACCESSORIES	BELTS	2	24	2.799999952
8/3/2019	02-73-1401-01-12	ACCESSORIES	BELTS	1	26	6
8/3/2019	02-74-0401-01-00	ACCESSORIES	IMPULSE	2	24	3
8/3/2019	02-74-0402-01-00	ACCESSORIES	IMPULSE	4	76	28
8/3/2019	02-74-0405-01	ACCESSORIES	IMPULSE	5	95	21.74999952
8/3/2019	02-74-1402-01-00	ACCESSORIES	IMPULSE	2	100	24
8/3/2019	02-81-0001-00-00	ESSENTIALS	BODY CARE	2	36	11
8/3/2019	02-85-0301-01-00	ESSENTIALS	SHEETS	3	81	16.04999971
8/3/2019	03-22-0001-01-12	FITNESS	APPAREL	1	99	30.63999939
8/3/2019	03-22-0002-01-12	FITNESS	LOWER BODY	2	198	61.27999878
8/3/2019	03-22-0003-01-03	FITNESS	APPAREL	18	2142	675
8/3/2019	03-22-0004	DISC	DISC	1	85	22
8/3/2019	03-22-0108-01-12	FITNESS	APPAREL	1	50	15.10000038
8/3/2019	03-22-0110-01-00	FITNESS	APPAREL	4	500	192
8/3/2019	03-24-0107-01-00	FITNESS	APPAREL	1	69	19.5
8/3/2019	03-24-0301-00-12	FITNESS	LOWER BODY	3	135	32.40000057
8/3/2019	03-26-0001-01-00	FITNESS	WEIGHTS	1	59	20.98999977
8/3/2019	03-35-0101-01-00	FITNESS	WEIGHTS	1	69	15
8/3/2019	03-40-0102-01-12	SLEEPWEAR	INTIMATES	1	25	9.279999733
8/3/2019	03-51-0001-01-00	FITNESS	APPAREL	1	69	18
8/3/2019	03-64-0401-01-12	FITNESS	CYCLING	1	999	498
8/3/2019	03-72-0502-01	ACCESSORIES	IMPULSE	6	150	40.5
8/3/2019	03-74-0003-01-00	ACCESSORIES	IMPULSE	3	297	72
8/3/2019	03-74-0004-01-00	ACCESSORIES	IMPULSE	1	49	18
8/3/2019	03-81-0002-00-00	ESSENTIALS	BODY CARE	1	19	6
8/3/2019	03-81-0101-00-00	ESSENTIALS	BODY CARE	1	20	4.400000095
8/3/2019	03-81-1702-00-00	ESSENTIALS	BODY CARE	2	18	6
8/3/2019	04-13-1101-03-00	GEAR	SOCKS	2	72	23.60000038
8/3/2019	04-31-0102-01-00	AUTOMOTIVE	RINGS	1	25	7.369999886
8/3/2019	06-81-1701-00-00	ESSENTIALS	BODY CARE	2	22	5.599999905
8/3/2019	06-81-1702-00-00	ESSENTIALS	BODY CARE	1	32	12.80000019
8/3/2019	06-81-1703-00-00	ESSENTIALS	BODY CARE	2	38	19
8/3/2019	08-28-0201-00-00	FITNESS	MAT	3	135	32.84999943
8/3/2019	08-31-0201-00-00	ACCESSORIES	RINGS	3	69	20.25
8/3/2019	08-31-0202-00-00	ACCESSORIES	RINGS	5	90	11.84999943
8/3/2019	08-31-0203-00-00	ACCESSORIES	RINGS	3	60	18
8/3/2019	08-34-0206-01-00	GEAR	OUTERWEAR	2	230	84.16000366
8/3/2019	08-34-0209-00-00	GEAR	OUTERWEAR	1	25	11.47999954
8/3/2019	08-34-0211-00-00	GEAR	OUTERWEAR	1	25	11.47999954
8/3/2019	13-31-0101-01	ACCESSORIES	RINGS	3	60	21.35999966
8/3/2019	13-31-0101-02	ACCESSORIES	RINGS	2	40	14.23999977
8/3/2019	13-31-0101-04	ACCESSORIES	RINGS	1	20	7.119999886
8/3/2019	13-81-0101-00-00	ESSENTIALS	BODY CARE	1	19	6
8/3/2019	13-82-0101-01-00	ESSENTIALS	BATH	1	26	8.880000114
8/3/2019	17-24-0112-01-00	FITNESS	LOWER BODY	1	19	4.050000191
8/3/2019	22-82-1301-00-12	ESSENTIALS	BATH	2	90	31.86000061
8/3/2019	23-82-0101-01-00	ESSENTIALS	BATH	2	84	24.76000023
8/3/2019	23-82-0102-01-00	ESSENTIALS	BATH	2	42	14.85999966
8/3/2019	23-82-1301-01-00	ESSENTIALS	BATH	1	16	4.880000114
8/3/2019	37-84-0201-01-00	ESSENTIALS	GLOVES	1	49	18.37999916
8/3/2019	38-31-0001-00-12	AUTOMOTIVE	RINGS	1	45	16.31999969
8/3/2019	38-51-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	1	99	37.41999817
8/3/2019	40-33-0001-00-00	GEAR	OUTERWEAR	14	1386	503.5800171
8/3/2019	44-12-0001-06-09	GEAR	TOPS	1	69	30
8/4/2019	01-21-1001-14-12	COSMETICS	MASKS	4	133	70.59999847
8/4/2019	01-21-1002-14-12	COSMETICS	MASKS	2	52	25.29999924
8/4/2019	01-21-1003-14-12	COSMETICS	MASKS	2	52	27.79999924
8/4/2019	01-21-1004-14-12	COSMETICS	MASKS	6	239	121.7999954
8/4/2019	01-21-1005-14-12	COSMETICS	MASKS	5	245.5	113.2499981
8/4/2019	01-21-1008-14-12	COSMETICS	MASKS	5	174.5000076	115.1000023
8/4/2019	01-21-1014-14-12	COSMETICS	MASKS	1	50	14.5
8/4/2019	01-21-2001-14-12	COSMETICS	MASKS	1	51	32.52000046
8/4/2019	01-21-2002-14-12	COSMETICS	MASKS	1	85	30.01000023
8/4/2019	01-21-2005-14-12	COSMETICS	MASKS	2	164.7000008	70.81999969
8/4/2019	01-21-2006-14-12	COSMETICS	MASKS	6	289	163.0200005
8/4/2019	01-21-2009-14-12	COSMETICS	MASKS	2	170	52.29999924
8/4/2019	01-21-2010-14-12	COSMETICS	MASKS	1	65	14.64999962
8/4/2019	01-21-3003-14-12	COSMETICS	MASKS	1	65	24.57999992
8/4/2019	01-21-4001-14-12	COSMETICS	MASKS	3	90.75	49.19999886
8/4/2019	01-21-4002-14-12	COSMETICS	MASKS	1	30.25	19.93000031
8/4/2019	01-21-4003-14-12	COSMETICS	MASKS	1	34.25	18.75
8/4/2019	01-25-0007-01-12	FITNESS	ELECTRO DEV	2	55	29.52000046
8/4/2019	01-25-0009-01-12	FITNESS	ELECTRO DEV	1	52	13.30000019
8/4/2019	01-27-0303-01-12	FITNESS	LOWER BODY	1	52	14.5
8/4/2019	01-28-1301-03-12	FITNESS	MAT	3	63	21.51000023
8/4/2019	01-29-0002-00-00	FITNESS	ACCESSORIES	1	5	0.25
8/4/2019	01-31-0101-01-00	AUTOMOTIVE	RINGS	2	58	15.88000011
8/4/2019	01-31-0103-01-00	ACCESSORIES	RINGS	3	75	13.5
8/4/2019	01-31-0104-01-00	AUTOMOTIVE	RINGS	1	29	6.199999809
8/4/2019	01-31-0105-01-00	AUTOMOTIVE	RINGS	1	25	6.599999905
8/4/2019	01-31-0106-01-00	AUTOMOTIVE	RINGS	4	100	26.28000069
8/4/2019	01-31-0107-01-12	GEAR	OUTERWEAR	3	207	60.1799984
8/4/2019	01-31-0109-01-00	AUTOMOTIVE	RINGS	3	66	19.04999971
8/4/2019	01-32-0101-01	GEAR	OUTERWEAR	4	100	15.19999981
8/4/2019	01-40-0401-00-00	SLEEPWEAR	INTIMATES	1	25	5.400000095
8/4/2019	01-81-1601-00-00	ESSENTIALS	BODY CARE	10	71	32.00000048
8/4/2019	01-83-1601-00-00	ESSENTIALS	ORAL CARE	4	40.75	17.20000076
8/4/2019	01-83-1602-00-00	ESSENTIALS	ORAL CARE	2	13.39999962	7.960000038
8/4/2019	01-83-1603-00-00	ESSENTIALS	ORAL CARE	4	32.90000057	11
8/4/2019	02-31-0101-01-00	AUTOMOTIVE	RINGS	7	11	12.25
8/4/2019	02-31-0103-01-00	ACCESSORIES	RINGS	1	25	2.950000048
8/4/2019	02-32-0101-01-00	GEAR	OUTERWEAR	1	22	2.049999952
8/4/2019	02-32-0401-00-00	GEAR	OUTERWEAR	1	65	16.20000076
8/4/2019	02-40-0001	SLEEPWEAR	INTIMATES	1	19	4.5
8/4/2019	02-40-0301-01-12	SLEEPWEAR	INTIMATES	2	34	5.980000019
8/4/2019	02-40-0401-00-00	SLEEPWEAR	INTIMATES	2	40	5.900000095
8/4/2019	02-52-1301-01-12	ELECTRO	COMPLETE KIT	2	218	43.02000046
8/4/2019	02-61-1301-01-00	FITNESS	CYCLING	2	450	238
8/4/2019	02-62-0401-01-12	FITNESS	CYCLING	3	327	113.5200005
8/4/2019	02-71-1401-01-00	ACCESSORIES	IMPULSE	2	130	24
8/4/2019	02-71-1402-01-12	ACCESSORIES	IMPULSE	1	75	18.95000076
8/4/2019	02-71-1403-01-12	ACCESSORIES	IMPULSE	2	218	66.30000305
8/4/2019	02-73-0001-01-00	ACCESSORIES	BELTS	2	78	21.70000076
8/4/2019	02-73-0002-01-00	ACCESSORIES	BELTS	3	135	33
8/4/2019	02-73-1302-01-00	ACCESSORIES	BELTS	1	12	1.399999976
8/4/2019	02-74-0402-01-00	ACCESSORIES	IMPULSE	8	108	56
8/4/2019	02-74-0405-01	ACCESSORIES	IMPULSE	8	73.59999847	34.79999924
8/4/2019	02-85-0301-01-00	ESSENTIALS	SHEETS	3	52	16.04999971
8/4/2019	03-22-0002-01-12	FITNESS	LOWER BODY	2	198	61.27999878
8/4/2019	03-22-0003-01-03	FITNESS	APPAREL	22	2618	825
8/4/2019	03-22-0004	DISC	DISC	3	255	66
8/4/2019	03-22-0105-01-02	FITNESS	APPAREL	2	120	36
8/4/2019	03-22-0106-01-00	DISC	DISC	1	99	43.5
8/4/2019	03-22-0110-01-00	FITNESS	APPAREL	4	500	192
8/4/2019	03-25-0002-01-00	FITNESS	LOWER BODY	1	59	16.20000076
8/4/2019	03-32-0402-00-00	GEAR	OUTERWEAR	7	191.6000023	92.6799984
8/4/2019	03-33-1303-00-00	GEAR	OUTERWEAR	1	129	40.16999817
8/4/2019	03-35-0101-01-00	FITNESS	WEIGHTS	2	138	30
8/4/2019	03-40-0101-01-12	SLEEPWEAR	INTIMATES	1	19	6
8/4/2019	03-51-0001-01-00	FITNESS	APPAREL	9	621	162
8/4/2019	03-72-0501-01-00	ACCESSORIES	IMPULSE	2	44	6.400000095
8/4/2019	03-72-0502-01	ACCESSORIES	IMPULSE	2	50	13.5
8/4/2019	03-74-0003-01-00	ACCESSORIES	IMPULSE	1	99	24
8/4/2019	03-81-0001-00-03	ESSENTIALS	BODY CARE	1	13	1.850000024
8/4/2019	03-81-0002-00-00	ESSENTIALS	BODY CARE	1	19	6
8/4/2019	03-81-0101-00-00	ESSENTIALS	BODY CARE	1	20	4.400000095
8/4/2019	03-81-1702-00-00	ESSENTIALS	BODY CARE	3	27	9
8/4/2019	04-13-1101-03-00	GEAR	SOCKS	2	72	23.60000038
8/4/2019	04-82-0001-00-12	ESSENTIALS	BATH	3	207	93.75
8/4/2019	05-24-0101-01-00	FITNESS	LOWER BODY	1	35	9.949999809
8/4/2019	06-81-1701-00-00	ESSENTIALS	BODY CARE	1	11	2.799999952
8/4/2019	06-81-1702-00-00	ESSENTIALS	BODY CARE	2	64	25.60000038
8/4/2019	08-28-0201-00-00	FITNESS	MAT	5	225	54.74999905
8/4/2019	08-31-0201-00-00	ACCESSORIES	RINGS	1	23	6.75
8/4/2019	08-31-0202-00-00	ACCESSORIES	RINGS	3	36	7.109999657
8/4/2019	08-31-0203-00-00	ACCESSORIES	RINGS	5	100	30
8/4/2019	08-34-0202-00-00	GEAR	OUTERWEAR	1	25	7.800000191
8/4/2019	08-34-0203-00-00	GEAR	OUTERWEAR	1	26	6.159999847
8/4/2019	08-34-0210-00-00	GEAR	OUTERWEAR	1	25	11.47999954
8/4/2019	10-81-0001-00-00	ESSENTIALS	BODY CARE	2	58	25
8/4/2019	13-31-0101-01	ACCESSORIES	RINGS	2	40	14.23999977
8/4/2019	13-31-0101-03	ACCESSORIES	RINGS	1	20	7.119999886
8/4/2019	13-31-0101-04	ACCESSORIES	RINGS	3	60	21.35999966
8/4/2019	13-81-0101-00-00	ESSENTIALS	BODY CARE	1	19	6
8/4/2019	13-82-0101-01-00	ESSENTIALS	BATH	7	126.000001	62.1600008
8/4/2019	17-24-0103-01-00	FITNESS	LOWER BODY	2	58	25.20000076
8/4/2019	17-24-0107-01-00	FITNESS	LOWER BODY	2	50	7.679999828
8/4/2019	17-24-0111-11-00	FITNESS	LOWER BODY	1	30	7.800000191
8/4/2019	17-24-0113-01-00	FITNESS	LOWER BODY	2	80	15.38000011
8/4/2019	17-26-0002-01-00	FITNESS	WEIGHTS	1	32	12.56999969
8/4/2019	22-82-1301-00-12	ESSENTIALS	BATH	2	90	31.86000061
8/4/2019	23-33-0201-00-00	GEAR	OUTERWEAR	1	16	6.75
8/4/2019	23-82-0101-01-00	ESSENTIALS	BATH	2	84	24.76000023
8/4/2019	23-82-0102-01-00	ESSENTIALS	BATH	1	21	7.429999828
8/4/2019	23-82-1301-01-00	ESSENTIALS	BATH	1	16	4.880000114
8/4/2019	33-81-1701-00-00	ESSENTIALS	BODY CARE	1	8	3.707999945
8/4/2019	38-31-0001-00-12	AUTOMOTIVE	RINGS	4	180	65.27999878
8/4/2019	38-51-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	5	495	187.0999908
8/4/2019	40-24-0001-01-00	FITNESS	LOWER BODY	1	35	8.970000267
8/4/2019	40-33-0001-00-00	GEAR	OUTERWEAR	6	594	215.8200073
8/4/2019	40-54-0001-01-00	ELECTRO	COMPLETE KIT	1	79	23.96999931
8/4/2019	43-85-0001-01-00	BEDDING	SHEETS	1	189	92
8/5/2019	01-21-1001-14-12	COSMETICS	MASKS	2	110	35.29999924
8/5/2019	01-21-1001-15-12	COSMETICS	MASKS	1	55	17.64999962
8/5/2019	01-21-1002-14-12	COSMETICS	MASKS	1	55	12.64999962
8/5/2019	01-21-1004-14-12	COSMETICS	MASKS	1	59	20.29999924
8/5/2019	01-21-1005-14-12	COSMETICS	MASKS	1	59	22.64999962
8/5/2019	01-21-1011-14-12	COSMETICS	MASKS	1	50	13.89999962
8/5/2019	01-21-2003-15-12	COSMETICS	MASKS	1	85	24.68000031
8/5/2019	01-21-4003-14-12	COSMETICS	MASKS	1	59	18.75
8/5/2019	01-22-0103-01-00	FITNESS	FOOTWEAR	1	99	27.5
8/5/2019	01-24-0203-00-12	FITNESS	LOWER BODY	1	45	12.14999962
8/5/2019	01-28-1301-03-12	FITNESS	MAT	5	105	35.85000038
8/5/2019	01-29-0002-00-00	FITNESS	ACCESSORIES	1	5	0.25
8/5/2019	01-31-0101-01-00	AUTOMOTIVE	RINGS	1	29	7.940000057
8/5/2019	01-31-0104-01-00	AUTOMOTIVE	RINGS	1	29	6.199999809
8/5/2019	01-31-0105-01-00	AUTOMOTIVE	RINGS	1	25	6.599999905
8/5/2019	01-31-0106-01-00	AUTOMOTIVE	RINGS	2	50	13.14000034
8/5/2019	01-31-0107-01-12	GEAR	OUTERWEAR	2	138	40.11999893
8/5/2019	01-31-0108-01-00	AUTOMOTIVE	RINGS	2	44	10.5
8/5/2019	01-31-0109-01-00	AUTOMOTIVE	RINGS	7	154	44.44999933
8/5/2019	01-40-0401-00-00	SLEEPWEAR	INTIMATES	2	50	10.80000019
8/5/2019	01-81-1601-00-00	ESSENTIALS	BODY CARE	1	17	3.200000048
8/5/2019	01-83-1601-00-00	ESSENTIALS	ORAL CARE	3	57	12.90000057
8/5/2019	01-83-1602-00-00	ESSENTIALS	ORAL CARE	3	39	11.94000006
8/5/2019	01-83-1603-00-00	ESSENTIALS	ORAL CARE	1	14	2.75
8/5/2019	02-31-0101-01-00	AUTOMOTIVE	RINGS	9	55	15.75
8/5/2019	02-32-0101-01-00	GEAR	OUTERWEAR	1	22	2.049999952
8/5/2019	02-40-0001	SLEEPWEAR	INTIMATES	2	38	9
8/5/2019	02-40-0401-00-00	SLEEPWEAR	INTIMATES	1	20	2.950000048
8/5/2019	02-40-1301-00-00	SLEEPWEAR	INTIMATES	3	60	11.25
8/5/2019	02-52-1301-01-12	ELECTRO	COMPLETE KIT	2	218	43.02000046
8/5/2019	02-62-0401-01-12	FITNESS	CYCLING	3	327	113.5200005
8/5/2019	02-63-0403-01-00	FITNESS	CYCLING	1	495	172
8/5/2019	02-63-0403-01-12	FITNESS	CYCLING	3	2085	772.5
8/5/2019	02-63-1403-01-00	FITNESS	CYCLING	1	99	32.40000153
8/5/2019	02-71-1401-01-00	ACCESSORIES	IMPULSE	1	65	12
8/5/2019	02-71-1402-01-12	ACCESSORIES	IMPULSE	1	75	18.95000076
8/5/2019	02-72-0101-01-00	ACCESSORIES	IMPULSE	1	29	5.599999905
8/5/2019	02-73-0001-01-00	ACCESSORIES	BELTS	4	156	43.40000153
8/5/2019	02-73-0002-01-00	ACCESSORIES	BELTS	1	45	11
8/5/2019	02-73-1402-01-12	ACCESSORIES	BELTS	3	180	50.39999771
8/5/2019	02-74-0405-01	ACCESSORIES	IMPULSE	2	38	8.699999809
8/5/2019	02-74-1402-01-00	ACCESSORIES	IMPULSE	1	50	12
8/5/2019	02-81-0001-00-00	ESSENTIALS	BODY CARE	2	36	11
8/5/2019	02-85-0301-01-00	ESSENTIALS	SHEETS	1	27	5.349999905
8/5/2019	03-22-0002-01-12	FITNESS	LOWER BODY	1	99	30.63999939
8/5/2019	03-22-0003-01-03	FITNESS	APPAREL	15	1666	562.5
8/5/2019	03-22-0004	DISC	DISC	2	170	44
8/5/2019	03-22-0101-01-00	FITNESS	APPAREL	2	99	60
8/5/2019	03-22-0103-01-12	FITNESS	APPAREL	1	85	24.15999985
8/5/2019	03-22-0110-01-00	FITNESS	APPAREL	8	1000	384
