Date	Item_ID	Unit_Sold	$_Sold	Total_Cost
9/24/2019	04-31-0001-00	2	58	20.39999962
9/24/2019	04-31-0001-00	3	87	30.59999943
9/24/2019	04-31-0004-01	6	390	144
9/24/2019	04-31-0004-01	5	325	120
9/24/2019	04-31-0401-00	5	0	24.00000095
9/24/2019	04-31-0401-00	4	0	19.20000076
9/24/2019	04-31-0401-00	6	0	28.80000114
9/24/2019	04-32-0101-01-00	32	928	297.6000061
9/24/2019	04-74-0001	1	20	5.400000095
9/24/2019	04-82-0001-00-00	2	64	22.39999962
9/24/2019	04-82-0001-00-12	2	138	62.5
9/24/2019	04-82-0002-00-12	4	236	89.59999847
9/24/2019	07-81-0101-00	2	0	6.239999771
9/24/2019	07-81-1601-00	1	0	2.200000048
9/24/2019	07-81-1601-00	1	16	3.75
9/24/2019	08-28-0201-00-00	12	342	131.3999977
9/24/2019	08-31-0201-00-00	2	34	13.5
9/24/2019	08-31-0202-00-00	4	48.46000004	9.479999542
9/24/2019	08-31-0203-00-00	3	60	18
9/24/2019	08-34-0206-01-00	2	230	84.16000366
9/24/2019	08-34-0211-00-00	1	25	11.47999954
9/24/2019	11-11-0011-13	1	0	4.630000114
9/24/2019	11-11-0011-13	1	0	4.630000114
9/24/2019	11-11-0031-00	2	80	21.10000038
9/24/2019	11-11-0031-02	3	75	13.20000029
9/24/2019	11-11-0031-02	2	50	8.800000191
9/24/2019	11-11-0031-03	2	50	8.800000191
9/24/2019	11-11-0031-03	2	50	8.800000191
9/24/2019	11-11-0031-03	2	50	8.800000191
9/24/2019	11-11-0032-00	1	55	13.13000011
9/24/2019	11-11-0032-00	1	55	13.13000011
9/24/2019	11-11-0032-02	2	58	11.38000011
9/24/2019	11-11-0032-02	3	87	17.07000017
9/24/2019	11-11-0033-00	1	0	12.35000038
9/24/2019	11-11-0033-00	1	40	12.35000038
9/24/2019	11-11-0033-02	1	22	5.300000191
9/24/2019	11-11-0033-02	1	22	5.300000191
9/24/2019	11-11-0035-00	1	55	14.94999981
9/24/2019	11-11-0035-00	1	55	14.94999981
9/24/2019	11-11-0037-02	1	39	10.97000027
9/24/2019	11-11-0037-03	1	39	10.97000027
9/24/2019	13-81-0101-00-00	2	24	12
9/24/2019	13-82-0101-01-00	1	27	8.880000114
9/24/2019	17-24-0101-00	1	35	10.40999985
9/24/2019	17-24-0105-11-00	1	39	14.25
9/24/2019	17-24-0106-11-00	2	39	18.89999962
9/24/2019	20-87-0001-00	2	6	1.440000057
9/24/2019	21-13-0101	2	0	8
9/24/2019	21-13-0101	1	0	4
9/24/2019	21-13-0102	1	15.57999992	5
9/24/2019	21-13-0102	1	0	5
9/24/2019	22-82-1301-00-00	1	45	16.5
9/24/2019	23-82-0101-01-00	3	126	37.14000034
9/24/2019	23-82-0102-01-00	1	21	7.429999828
9/24/2019	23-82-1301-01-00	1	16	4.880000114
9/24/2019	34-84-0901-01	1	20	8.199999809
9/24/2019	38-31-0001-00-12	2	90	32.63999939
9/24/2019	38-51-0101-01-00	2	198	74.83999634
9/24/2019	38-53-1301-01-00	1	25	5.010000229
9/24/2019	38-81-0001-00-00	2	0	6.239999771
9/24/2019	40-33-0001-00-00	4	396	143.8800049
9/24/2019	40-51-0001-01-12	1	99	37.41999817
9/24/2019	40-74-0001-01-00	1	29	10.77000046
9/25/2019	01-21-1005-14-12	1	59	22.64999962
9/25/2019	01-21-1006-15-12	1	55	21.22999954
9/25/2019	01-21-1009-14-12	1	62	23.30999947
9/25/2019	01-21-1010-14-12	1	50	17.64999962
9/25/2019	01-21-1011-15-12	1	50	17.64999962
9/25/2019	01-21-2006-14-12	1	79	27.17000008
9/25/2019	01-24-0005-01-02	1	22	5.650000095
9/25/2019	01-25-0003	1	32	7.150000095
9/25/2019	01-25-0006	1	42	11.27999973
9/25/2019	01-28-1301-03-12	4	64.61000061	28.68000031
9/25/2019	01-29-1301-01-00	1	32	5.5
9/25/2019	01-31-0101-01-00	2	40	15.88000011
9/25/2019	01-31-0103-01-00	1	20	4.5
9/25/2019	01-31-0104-01-00	1	25	6.199999809
9/25/2019	01-31-0106-01-00	2	50	13.60000038
9/25/2019	01-31-0107-01-12	1	69	20.05999947
9/25/2019	01-31-0109-01-00	2	44	12.69999981
9/25/2019	01-40-0401-00-00	2	36	10.80000019
9/25/2019	01-81-1601-00-00	2	17.30000019	6.400000095
9/25/2019	01-83-1601-00-00	2	18	8.600000381
9/25/2019	01-83-1602-00-00	2	0	7.960000038
9/25/2019	01-83-1603-00-00	2	28	5.5
9/25/2019	01-86-0001-00-00	13	900	572
9/25/2019	02-31-0101-01-00	4	32	7
9/25/2019	02-32-0101-01-00	2	20	4.099999905
9/25/2019	02-40-0001-00-00	3	38	13.5
9/25/2019	02-40-0401-00-00	1	15	2.950000048
9/25/2019	02-40-1301-00-00	1	15	3.75
9/25/2019	02-62-0401-01-12	1	121.4199982	37.84000015
9/25/2019	02-71-1401-01-00	1	65	12
9/25/2019	02-71-1402-01-12	1	75	18.95000076
9/25/2019	02-71-1403-01-12	1	109	33.15000153
9/25/2019	02-72-0101-01-00	2	44	11.19999981
9/25/2019	02-73-1101	1	35	5.650000095
9/25/2019	02-73-1102	1	29	5.150000095
9/25/2019	02-73-1302-01-00	1	4	1.399999976
9/25/2019	02-74-0401-01-00	2	16	3
9/25/2019	02-74-1302-01-13	2	70	16.20000076
9/25/2019	03-17-0101	2	58	16
9/25/2019	03-22-0002-01-12	1	0	30.63999939
9/25/2019	03-22-0003-01-03	4	357	150
9/25/2019	03-22-0004-01-00	1	0	22
9/25/2019	03-22-0005-01-00	3	237	90
9/25/2019	03-22-0101-01-00	2	0	60
9/25/2019	03-22-0110-01-00	1	125	48
9/25/2019	03-31-0102-01-00	2	36	8
9/25/2019	03-32-0402-00-00	1	59	13.23999977
9/25/2019	03-51-0001-01-00	2	138	36
9/25/2019	03-72-0501-01-00	1	22	3.200000048
9/25/2019	03-81-0002-00-00	1	12	6
9/25/2019	03-81-0003-00	1	15	5.369999886
9/25/2019	03-81-0004-00	4	100	29.20000076
9/25/2019	03-81-1701-00	1	0	0
9/25/2019	03-81-1701-00	2	40	11.80000019
9/25/2019	03-81-1701-00	1	35	11.80000019
9/25/2019	04-12-0006-01	1	49	22.06999969
9/25/2019	04-12-0010-01	1	39	14.26000023
9/25/2019	04-12-0011-01	1	49	18.20000076
9/25/2019	04-15-0105-01-00	2	16	5.559999943
9/25/2019	04-31-0001-00	2	58	20.39999962
9/25/2019	04-31-0004-01	1	65	24
9/25/2019	04-31-0004-01	1	65	24
9/25/2019	04-32-0101-01-00	8	232	74.40000153
9/25/2019	04-74-0001	1	20	5.25
9/25/2019	04-82-0001-00-00	1	32	11.19999981
9/25/2019	04-82-0001-00-12	1	69	31.25
9/25/2019	04-82-0002-00-12	1	59	22.39999962
9/25/2019	05-24-0101-01-00	2	70	19.89999962
9/25/2019	07-81-0101-00	1	13	3.119999886
9/25/2019	07-81-1601-00	2	32	7.5
9/25/2019	08-28-0201-00-00	7	270.7700005	76.64999866
9/25/2019	08-31-0203-00-00	5	80	30
9/25/2019	08-34-0201-00-00	1	20.76000023	7.440000057
9/25/2019	08-34-0203-00-00	1	20	6.159999847
9/25/2019	08-34-0209-00-00	1	25	11.47999954
9/25/2019	11-11-0014-13	1	0	6.019999981
9/25/2019	11-11-0031-00	5	200	52.75000095
9/25/2019	11-11-0031-00	2	80	21.10000038
9/25/2019	11-11-0031-02	1	25	4.400000095
9/25/2019	11-11-0031-02	1	25	4.400000095
9/25/2019	11-11-0031-03	1	25	4.400000095
9/25/2019	11-11-0032-00	1	55	13.13000011
9/25/2019	11-11-0032-02	1	29	5.690000057
9/25/2019	11-11-0032-02	1	29	5.690000057
9/25/2019	11-11-0032-03	1	29	5.690000057
9/25/2019	11-11-0032-03	1	29	5.690000057
9/25/2019	11-11-0033-02	1	22	5.300000191
9/25/2019	11-11-0033-02	1	22	5.300000191
9/25/2019	11-11-0033-03	1	22	5.300000191
9/25/2019	11-11-0034-00	1	55	13.43000031
9/25/2019	11-11-0034-03	1	29	5.840000153
9/25/2019	11-11-0035-02	1	32	6.599999905
9/25/2019	11-11-0035-02	1	32	6.599999905
9/25/2019	11-11-0037-02	1	39	10.97000027
9/25/2019	11-11-0037-02	2	78	21.94000053
9/25/2019	11-11-0037-03	2	78	21.94000053
9/25/2019	17-24-0101-00	1	25	7.53000021
9/25/2019	17-24-0105-11-00	1	39	14.25
9/25/2019	17-24-0106-11-00	1	39	9.449999809
9/25/2019	20-87-0001-00	1	0	0.119999997
9/25/2019	20-87-0001-00	2	6	1.440000057
9/25/2019	21-13-0101	2	30	7.199999809
9/25/2019	21-13-0102	1	15.56999969	5
9/25/2019	21-13-0102	1	15.56999969	5
9/25/2019	22-82-1301-00-00	1	45	16.5
9/25/2019	23-82-0101-01-00	2	84	24.76000023
9/25/2019	23-82-1301-01-00	1	16	4.880000114
9/25/2019	38-31-0001-00-12	2	90	32.63999939
9/25/2019	38-51-0101-01-00	1	99	37.41999817
9/25/2019	38-81-0001-00-00	1	0	3.119999886
9/25/2019	38-82-0401-00-12	1	0	28.87000084
9/25/2019	40-54-0001-01-00	1	0	23.96999931
9/25/2019	40-74-0001-01-00	1	29	10.77000046
9/26/2019	01-12-0001-01	1	48.29999924	15.89999962
9/26/2019	01-12-0001-01	3	207	47.69999886
9/26/2019	01-12-0001-01	1	69	16.5
9/26/2019	01-21-1001-14-12	3	170.8699989	49.19999886
9/26/2019	01-21-1004-14-12	2	118	40.59999847
9/26/2019	01-21-1005-14-12	1	59	22.64999962
9/26/2019	01-21-1006-15-12	3	165	63.68999863
9/26/2019	01-21-1010-14-12	2	100	35.29999924
9/26/2019	01-21-1013-14-12	1	79	19.94000053
9/26/2019	01-21-1014-14-12	1	50	14.5
9/26/2019	01-21-1015-14-12	1	50	12.75
9/26/2019	01-21-1015-15-12	1	0	20.29999924
9/26/2019	01-21-2001-14-12	1	89	32.52000046
9/26/2019	01-21-2003-15-12	1	85	32.5
9/26/2019	01-21-2005-14-12	1	109	35.40999985
9/26/2019	01-21-2010-14-12	7	0	127.9600048
9/26/2019	01-21-3003-14-12	1	0	24.57999992
9/26/2019	01-21-3006-14-12	1	78	26.93000031
9/26/2019	01-21-4001-14-12	2	110	32.79999924
9/26/2019	01-23-0101-01-00	2	0	9.5
9/26/2019	01-23-0104-01-00	2	0	13.31999969
9/26/2019	01-24-0303-01	1	17	3
9/26/2019	01-25-0002-01-12	1	50	17.12000084
9/26/2019	01-25-0003	1	32	7.150000095
9/26/2019	01-28-1301-03-12	2	32	14.34000015
9/26/2019	01-29-0002-00-00	1	2	0.25
9/26/2019	01-29-1301-01-00	1	32	5.5
9/26/2019	01-31-0104-01-00	3	75	18.59999943
9/26/2019	01-31-0105-01-00	1	15	6.599999905
9/26/2019	01-31-0106-01-00	3	50	20.40000057
9/26/2019	01-31-0108-01-00	2	44	10.5
9/26/2019	01-40-0401-00-00	1	18	5.400000095
9/26/2019	01-81-1601-00-00	3	24	9.600000143
9/26/2019	01-83-1601-00-00	1	9	4.300000191
9/26/2019	01-83-1602-00-00	5	45	19.9000001
9/26/2019	01-86-0001-00-00	71	1200	3124
9/26/2019	02-31-0101-01-00	7	56	12.25
9/26/2019	02-31-0103-01-00	1	15	2.950000048
9/26/2019	02-32-0101-01-00	4	40	8.199999809
9/26/2019	02-32-1101-01-00	1	10	6.5
9/26/2019	02-40-0301-01-12	3	36.39000034	8.970000029
9/26/2019	02-40-0401-00-00	2	30	5.900000095
9/26/2019	02-54-0702-01-00	3	10	2.25
9/26/2019	02-54-1401-01-00	1	20	4.650000095
9/26/2019	02-61-1301-01-00	2	798	238
9/26/2019	02-62-0401-01-12	1	120.7200012	37.84000015
9/26/2019	02-63-0406-01-12	1	649	241.75
9/26/2019	02-71-1401-01-00	4	267.2200012	48
9/26/2019	02-71-1402-01-12	1	75	18.95000076
9/26/2019	02-71-1403-01-12	2	218	66.30000305
9/26/2019	02-73-0002-01-00	1	36	11
9/26/2019	02-73-1301	1	16	3.700000048
9/26/2019	02-74-0405-01-12	1	29	11.35000038
9/26/2019	02-74-1402-01-00	1	0	12
9/26/2019	02-85-0301-01-00	4	0	21.39999962
9/26/2019	03-17-0101	2	58	16
9/26/2019	03-22-0001-01-12	1	69	30.63999939
9/26/2019	03-22-0002-01-12	2	124	61.27999878
9/26/2019	03-22-0003-01-00	2	198	64
9/26/2019	03-22-0003-01-03	5	595	187.5
9/26/2019	03-22-0005-01-00	2	158	60
9/26/2019	03-22-0110-01-00	4	375	192
9/26/2019	03-24-0105-05	2	0	0
9/26/2019	03-26-0001-01-00	1	59	20.98999977
9/26/2019	03-31-0102-01-00	1	18	4
9/26/2019	03-32-0001-01-01	1	20.29999924	8.289999962
9/26/2019	03-32-0402-00-00	2	123.9700012	26.47999954
9/26/2019	03-33-1301-00-12	1	0	38.81000137
9/26/2019	03-40-1301-00-00	1	25	7.349999905
9/26/2019	03-51-0001-01-00	3	207	54
9/26/2019	03-72-0502-01	2	0	13.5
9/26/2019	03-72-1101	1	29	7.199999809
9/26/2019	03-74-0002-01-00	1	25	4.75
9/26/2019	03-74-0003-01-00	1	99	24
9/26/2019	03-81-0002-00-00	1	12	6
9/26/2019	03-81-0003-00	1	25	7.400000095
9/26/2019	03-81-0004-00	1	15	3.650000095
9/26/2019	03-81-0101-00-00	2	20	8.800000191
9/26/2019	03-81-1701-00	3	60	17.70000029
9/26/2019	03-81-1701-00	2	70	23.60000038
9/26/2019	03-84-0001-01-00	1	0	10.5
9/26/2019	04-12-0002-01	1	45	16.79999924
9/26/2019	04-12-0002-01-02	1	0	16.79999924
9/26/2019	04-12-0006-01	1	49	22.06999969
9/26/2019	04-12-0011-01	1	49	18.20000076
9/26/2019	04-12-0011-01	1	49	18.20000076
9/26/2019	04-31-0001-00	4	116	40.79999924
9/26/2019	04-31-0004-01	1	0	24
9/26/2019	04-31-0004-01	3	195	72
9/26/2019	04-31-0004-01	3	195	72
9/26/2019	04-32-0101-01-00	2	58	18.60000038
9/26/2019	05-24-0101-01-00	1	35	9.949999809
9/26/2019	05-24-0102-02	1	0	7.5
9/26/2019	06-81-1701-00-00	1	11	2.799999952
9/26/2019	06-81-1703-00-00	2	39.63999939	22.07999992
9/26/2019	07-81-1601-00-21	1	0	2.200000048
9/26/2019	08-28-0201-00-00	5	190	54.74999905
9/26/2019	08-31-0201-00-00	1	17	6.75
9/26/2019	08-31-0202-00-00	2	24	4.739999771
9/26/2019	08-31-0203-00-00	3	40	18
9/26/2019	08-34-0206-01-00	1	115	42.08000183
9/26/2019	08-34-0210-00-00	1	25	11.47999954
9/26/2019	11-11-0031-00	1	40	10.55000019
9/26/2019	11-11-0031-00	2	80	21.10000038
9/26/2019	11-11-0031-00	1	0	10.55000019
9/26/2019	11-11-0031-00	1	40	10.55000019
9/26/2019	11-11-0031-02	1	25	4.400000095
9/26/2019	11-11-0032-02	1	29	5.690000057
9/26/2019	11-11-0032-02	1	0	5.690000057
9/26/2019	11-11-0032-02	1	29	5.690000057
9/26/2019	11-11-0032-03	1	29	5.690000057
9/26/2019	11-11-0032-03	1	36.09000015	5.690000057
9/26/2019	11-11-0033-00	1	40	12.35000038
9/26/2019	11-11-0034-00	1	55	13.43000031
9/26/2019	11-11-0034-00	1	55	13.43000031
9/26/2019	11-11-0037-00	1	74	23.69000053
9/26/2019	11-11-0037-03	1	39	10.97000027
9/26/2019	11-11-0037-03	1	39	10.97000027
9/26/2019	13-81-0101-00-00	1	12.42000008	6
9/26/2019	13-82-0001-00	1	0	0
9/26/2019	17-24-0101-00	1	25	7.53000021
9/26/2019	17-24-0106-11-00	1	39	9.449999809
9/26/2019	17-24-0109-11-00	1	15	5.760000229
9/26/2019	17-24-0111-11-00	1	30	8.159999847
9/26/2019	20-87-0001-00	1	9	2.880000114
9/26/2019	21-13-0102	1	17.54999924	5
9/26/2019	23-33-0201-00-00	1	16	6.75
9/26/2019	23-82-0101-01-00	2	84	24.76000023
9/26/2019	23-82-0102-01-00	1	21	7.429999828
9/26/2019	23-82-1301-01-00	2	32	9.760000229
9/26/2019	34-84-1001-01	1	0	8.5
9/26/2019	36-14-0001-01-03	8	0	70
9/26/2019	38-31-0001-00-12	1	45	16.31999969
9/26/2019	38-51-0101-01-00	3	198	112.2599945
9/26/2019	38-81-0001-00-00	3	0	9.359999657
9/26/2019	40-33-0001-00-00	2	198	71.94000244
9/27/2019	01-12-0001-01	3	207	49.5
9/27/2019	01-21-1001-14-12	1	55	17.64999962
9/27/2019	01-21-1004-14-12	2	118	40.59999847
9/27/2019	01-21-1006-15-12	1	55	21.22999954
9/27/2019	01-21-1010-14-12	2	100	35.29999924
9/27/2019	01-21-3005-14-12	1	60	14.25
9/27/2019	01-21-4001-14-12	1	55	16.39999962
9/27/2019	01-21-4003-14-12	1	59	18.75
9/27/2019	01-24-0202-00-12	1	29	11.01000023
9/27/2019	01-28-1301-03-12	2	33.53000069	14.34000015
9/27/2019	01-29-0002-00-00	2	4	0.5
9/27/2019	01-31-0101-01-00	4	80	31.76000023
9/27/2019	01-31-0103-01-00	1	20	4.5
9/27/2019	01-31-0106-01-00	3	75	20.40000057
9/27/2019	01-31-0107-01-12	2	138	40.11999893
9/27/2019	01-31-0109-01-00	6	132	38.09999943
9/27/2019	01-81-1601-00-00	3	24	9.600000143
9/27/2019	01-83-1601-00-00	4	36	17.20000076
9/27/2019	01-83-1603-00-00	4	56	11
9/27/2019	01-86-0001-00-00	11	825	484
9/27/2019	02-31-0101-01-00	8	64	14
9/27/2019	02-31-0401-00-00	2	72	15.89999962
9/27/2019	02-32-0101-01-00	2	20	4.099999905
9/27/2019	02-32-0401-00-00	1	65	16.20000076
9/27/2019	02-40-0301-01-12	1	12	2.99000001
9/27/2019	02-40-0401-00-00	1	15	2.950000048
9/27/2019	02-40-1301-00-00	1	15	3.75
9/27/2019	02-71-1401-01-00	1	65	12
9/27/2019	02-71-1402-01-12	1	75	18.95000076
9/27/2019	02-71-1403-01-12	2	218	66.30000305
9/27/2019	02-73-1301	1	16	3.700000048
9/27/2019	02-73-1402-01-12	1	60	16.79999924
9/27/2019	02-74-1302-01-13	1	35	8.100000381
9/27/2019	03-22-0003-01-03	3	357	112.5
9/27/2019	03-22-0004	1	60	22
9/27/2019	03-22-0110-01-00	2	0	96
9/27/2019	03-24-0302-01-00	1	25	10.5
9/27/2019	03-25-0003-01-00	1	45	18
9/27/2019	03-32-0001-01-01	2	58	16.57999992
9/27/2019	03-33-1302-00	1	49	11.35999966
9/27/2019	03-33-1303-00-00	2	258	82.26000214
9/27/2019	03-35-0101-01-00	1	69	15
9/27/2019	03-51-0001-01-00	2	138	36
9/27/2019	03-64-0401-01-00	1	550	225
9/27/2019	03-72-1101	1	29	7.199999809
9/27/2019	03-72-1101	1	29	7.199999809
9/27/2019	03-74-0002-01-00	1	25	4.75
9/27/2019	03-74-0003-01-00	1	99	24
9/27/2019	03-81-0002-00-00	2	24	12
9/27/2019	03-81-0003-00	2	30	10.73999977
9/27/2019	03-81-0003-00	2	50	21.47999954
9/27/2019	03-81-0003-00	1	25	7.400000095
9/27/2019	03-81-0003-00	1	40	14.80000019
9/27/2019	03-81-0004-00	1	10	3
9/27/2019	03-81-0004-00	1	15	6
9/27/2019	03-81-0004-00	3	75	21.90000057
9/27/2019	03-81-0101-00-00	1	10	4.400000095
9/27/2019	03-81-1701-00	2	40	11.80000019
9/27/2019	04-12-0006-01	1	49	22.06999969
9/27/2019	04-31-0004-01	1	65	24
9/27/2019	04-31-0004-01	1	65	24
9/27/2019	04-32-0101-01-00	8	232	74.40000153
9/27/2019	04-82-0001-00-00	1	32	11.19999981
9/27/2019	04-82-0002-00-12	2	118	44.79999924
9/27/2019	06-81-1701-00-00	1	11	2.799999952
9/27/2019	06-81-1703-00-00	1	19	11.03999996
9/27/2019	07-81-1601-00	2	32	7.5
9/27/2019	08-28-0201-00-00	5	195.3100014	54.74999905
9/27/2019	08-31-0201-00-00	1	17	6.75
9/27/2019	08-31-0202-00-00	6	72	14.21999931
9/27/2019	08-31-0203-00-00	2	40	12
9/27/2019	08-34-0206-01-00	2	230	84.16000366
9/27/2019	08-34-0211-00-00	1	25	11.47999954
9/27/2019	11-11-0011-13	1	25	4.630000114
9/27/2019	11-11-0031-00	2	88.52999878	21.10000038
9/27/2019	11-11-0031-00	2	80	21.10000038
9/27/2019	11-11-0031-00	1	40	10.55000019
9/27/2019	11-11-0031-03	1	25	4.400000095
9/27/2019	11-11-0031-03	1	25	4.400000095
9/27/2019	11-11-0032-02	1	29	5.690000057
9/27/2019	11-11-0032-02	1	0	5.690000057
9/27/2019	11-11-0032-02	1	29	5.690000057
9/27/2019	11-11-0033-02	1	22	5.300000191
9/27/2019	11-11-0033-02	1	22	5.300000191
9/27/2019	11-11-0033-02	2	44	10.60000038
9/27/2019	11-11-0033-03	1	22	5.300000191
9/27/2019	11-11-0033-03	1	22	5.300000191
9/27/2019	11-11-0035-02	1	32	6.599999905
9/27/2019	11-11-0037-00	1	74	23.69000053
9/27/2019	11-11-0037-00	1	74	23.69000053
9/27/2019	11-11-0037-02	2	85.45999908	21.94000053
9/27/2019	11-11-0037-03	1	39	10.97000027
9/27/2019	11-11-0037-03	1	39	10.97000027
9/27/2019	13-82-0101-01-00	1	29.90999985	8.880000114
9/27/2019	17-24-0101-00	1	35	10.40999985
9/27/2019	17-24-0111-11-00	1	30	8.159999847
9/27/2019	20-87-0001-00	1	5	1.440000057
9/27/2019	21-13-0001	1	10	2.950000048
9/27/2019	21-13-0101	1	15	3.599999905
9/27/2019	21-13-0102	1	15	3.900000095
9/27/2019	23-33-0201-00-00	1	16	6.75
9/27/2019	23-82-1301-01-00	2	33.54000092	9.760000229
9/27/2019	34-84-1001-01	1	20	8.789999962
9/27/2019	38-31-0001-00-12	1	45	16.31999969
9/27/2019	38-51-0101-01-00	2	198	74.83999634
9/27/2019	38-81-0001-00-00	3	0	9.359999657
9/27/2019	38-82-0401-00-12	1	64.97000122	28.87000084
9/27/2019	40-33-0001-00-00	2	198	71.94000244
9/27/2019	40-54-0001-01-00	1	79	23.96999931
9/28/2019	01-12-0001-01	2	138	31.79999924
9/28/2019	01-12-0001-01	3	207	49.5
9/28/2019	01-21-1001-14-12	1	55	17.64999962
9/28/2019	01-21-1004-14-12	1	59	20.29999924
9/28/2019	01-21-1005-14-12	3	183.0599976	67.94999886
9/28/2019	01-21-1006-15-12	1	55	21.22999954
9/28/2019	01-21-1010-14-12	1	50	17.64999962
9/28/2019	01-21-1012-14-12	1	50	11.72000027
9/28/2019	01-21-1013-14-12	1	79	19.94000053
9/28/2019	01-21-1015-14-12	1	50	12.75
9/28/2019	01-21-2005-14-12	1	109	35.40999985
9/28/2019	01-21-2008-14-12	1	75	20.97999954
9/28/2019	01-21-3005-14-12	1	60	14.25
9/28/2019	01-21-4003-14-12	1	59	18.75
9/28/2019	01-24-0101-01	1	35	8.770000458
9/28/2019	01-24-0202-00-12	1	0	11.01000023
9/28/2019	01-24-0203-00-12	1	45	16.20999908
9/28/2019	01-25-0001	1	48	14.30000019
9/28/2019	01-28-1301-03-12	6	98.09000015	43.02000046
9/28/2019	01-31-0101-01-00	1	20	7.940000057
9/28/2019	01-31-0103-01-00	1	20	4.5
9/28/2019	01-31-0104-01-00	1	25	6.199999809
9/28/2019	01-31-0105-01-00	2	30	13.19999981
9/28/2019	01-31-0106-01-00	3	75	20.40000057
9/28/2019	01-31-0107-01-12	1	69	20.05999947
9/28/2019	01-31-0108-01-00	2	44	10.5
9/28/2019	01-31-0109-01-00	2	44	12.69999981
9/28/2019	01-81-1601-00-00	2	16	6.400000095
9/28/2019	01-83-1601-00-00	4	36	17.20000076
9/28/2019	01-83-1602-00-00	1	9	3.980000019
9/28/2019	01-83-1603-00-00	1	15.48999977	2.75
9/28/2019	01-86-0001-00-00	85	6375	3740
9/28/2019	02-31-0101-01-00	7	57.30000019	12.25
9/28/2019	02-31-0103-01-00	4	60	11.80000019
9/28/2019	02-31-0401-00-00	1	36	7.949999809
9/28/2019	02-32-0101-01-00	1	10	2.049999952
9/28/2019	02-32-0401-00-00	3	195	48.60000229
9/28/2019	02-32-1101-01-00	3	30	19.5
9/28/2019	02-40-0301-01-12	1	12	2.99000001
9/28/2019	02-40-0401-00-00	4	60	11.80000019
9/28/2019	02-40-1301-00-00	2	30	7.5
9/28/2019	02-62-0401-01-12	1	120.8199997	37.84000015
9/28/2019	02-62-1401-01-00	1	33.04999924	9.75
9/28/2019	02-63-0001-00-00	1	99	32.40000153
9/28/2019	02-63-0403-01-00	2	990	344
9/28/2019	02-63-0406-01-12	1	649	241.75
9/28/2019	02-63-1301-01-00	1	28	6.949999809
9/28/2019	02-71-1401-01-00	5	327.1299973	60
9/28/2019	02-71-1402-01-12	1	75	18.95000076
9/28/2019	02-71-1403-01-12	1	109	33.15000153
9/28/2019	02-72-0101-01-00	3	66	16.79999971
9/28/2019	02-73-0002-01-00	1	36	11
9/28/2019	02-73-1301	1	16	3.700000048
9/28/2019	02-73-1402-01-12	2	120	33.59999847
9/28/2019	02-74-0401-01-00	1	8	1.5
9/28/2019	02-74-0403-01-00	1	60	14.60000038
9/28/2019	02-74-0404-01-00	1	9	2.950000048
9/28/2019	02-81-0001-00-00	1	18	5.5
9/28/2019	03-17-0101	1	30.97999954	8
9/28/2019	03-22-0001-01-12	1	69	30.63999939
9/28/2019	03-22-0002-01-12	4	248	122.5599976
9/28/2019	03-22-0003-01-00	1	99	32
9/28/2019	03-22-0003-01-03	3	357	112.5
9/28/2019	03-22-0005-01-00	1	79	30
9/28/2019	03-22-0110-01-00	3	389.4100037	144
9/28/2019	03-25-0001-01-00	1	45	18
9/28/2019	03-32-0001-01-01	4	116	33.15999985
9/28/2019	03-35-0101-01-00	1	69	15
9/28/2019	03-72-0501-01-00	1	22	3.200000048
9/28/2019	03-72-1101	1	33.04999924	7.199999809
9/28/2019	03-74-0003-01-00	3	297	72
9/28/2019	03-81-0001-00-03	2	16	3.700000048
9/28/2019	03-81-0002-00-00	6	72	36
9/28/2019	03-81-0003-00	1	25	7.400000095
9/28/2019	03-81-0004-00	1	15	6
9/28/2019	03-81-0004-00	2	30	7.300000191
9/28/2019	03-81-0004-00	1	25	7.300000191
9/28/2019	03-81-0101-00-00	2	20	8.800000191
9/28/2019	03-81-1701-00	3	60	17.70000029
9/28/2019	03-81-1701-00	1	38.20999908	5.900000095
9/28/2019	03-85-0301-01-00	1	59	21.5
9/28/2019	04-12-0006-01	2	98	44.13999939
9/28/2019	04-12-0007-01	1	49	22.42000008
9/28/2019	04-12-0009-01	1	89	35.00999832
9/28/2019	04-12-0010-01	1	39	14.26000023
9/28/2019	04-31-0001-00	2	58	20.39999962
9/28/2019	04-31-0001-00	2	58	20.39999962
9/28/2019	04-31-0004-01	1	65	24
9/28/2019	04-31-0004-01	1	65	24
9/28/2019	04-32-0101-01-00	7	203	65.10000134
9/28/2019	04-74-0001	1	20	5.25
9/28/2019	04-82-0001-00-00	1	32	11.19999981
9/28/2019	04-82-0002-00-12	3	177	67.19999886
9/28/2019	06-81-1701-00-00	1	11	2.799999952
9/28/2019	06-81-1703-00-00	1	19	11.03999996
9/28/2019	07-81-0101-00	1	13	3.119999886
9/28/2019	07-81-1601-00	2	32	7.5
9/28/2019	08-28-0201-00-00	6	232.5500031	65.69999886
9/28/2019	08-31-0201-00-00	1	17	6.75
9/28/2019	08-31-0202-00-00	3	36	7.109999657
9/28/2019	08-31-0203-00-00	1	20	6
9/28/2019	08-34-0203-00-00	1	20	6.159999847
9/28/2019	08-34-0209-00-00	2	50	22.95999908
9/28/2019	08-34-0212-00-00	2	18	6.800000191
9/28/2019	10-81-0001-00-00	2	58	25
